IBERT instance name,Dir,A part,A inst,A pin name,A pin,A net,Coupling cap,B part,B inst,B pin name,B pin,B net,IO#
Quad_220/MGT_X0Y5,I,XCVU160-H1FLGC2104,IC15,MGTHRXP1_220,BD14,SLRX0_N<2>_C,C439,AFBR-821FH1Z,RX15,D2-,B2,MP_RXD_N<2>_9,02
Quad_220/MGT_X0Y5,O,XCVU160-H1FLGC2104,IC15,MGTHTXP1_220,BE11,TPTX0_P<3>_C,No,AFBR-811FH1Z,TX3,D3+,J2,-,03
Quad_220/MGT_X0Y6,I,XCVU160-H1FLGC2104,IC15,MGTHRXP2_220,BF4,SLRX0_N<0>_C,C441,AFBR-821FH1Z,RX15,D0-,D2,MP_RXD_N<0>_9,00
Quad_220/MGT_X0Y6,O,XCVU160-H1FLGC2104,IC15,MGTHTXP2_220,BE7,TPTX0_N<7>_C,No,AFBR-811FH1Z,TX3,D7-,H6,-,07
Quad_220/MGT_X0Y7,I,XCVU160-H1FLGC2104,IC15,MGTHRXP3_220,BD4,SLRX0_P<1>_C,C443,AFBR-821FH1Z,RX15,D1+,F1,MP_RXD_P<1>_9,01
Quad_220/MGT_X0Y7,O,XCVU160-H1FLGC2104,IC15,MGTHTXP3_220,BD9,TPTX0_P<0>_C,No,AFBR-811FH1Z,TX3,D0+,D1,-,00
Quad_221/MGT_X0Y8,I,XCVU160-H1FLGC2104,IC15,MGTHRXP0_221,BC2,SLRX0_P<3>_C,C445,AFBR-821FH1Z,RX15,D3+,J2,MP_RXD_P<3>_9,03
Quad_221/MGT_X0Y8,O,XCVU160-H1FLGC2104,IC15,MGTHTXP0_221,BC7,TPTX0_P<9>_C,No,AFBR-811FH1Z,TX3,D9+,J8,-,09
Quad_221/MGT_X0Y9,I,XCVU160-H1FLGC2104,IC15,MGTHRXP1_221,BB4,SLRX0_N<5>_C,C447,AFBR-821FH1Z,RX15,D5-,H4,MP_RXD_N<5>_9,05
Quad_221/MGT_X0Y9,O,XCVU160-H1FLGC2104,IC15,MGTHTXP1_221,BB9,TPTX0_P<1>_C,No,AFBR-811FH1Z,TX3,D1+,F1,-,01
Quad_221/MGT_X0Y10,I,XCVU160-H1FLGC2104,IC15,MGTHRXP2_221,BA2,SLRX0_N<7>_C,C449,AFBR-821FH1Z,RX15,D7-,H6,MP_RXD_N<7>_9,07
Quad_221/MGT_X0Y10,O,XCVU160-H1FLGC2104,IC15,MGTHTXP2_221,BA7,TPTX0_N<2>_C,No,AFBR-811FH1Z,TX3,D2-,B2,-,02
Quad_221/MGT_X0Y11,I,XCVU160-H1FLGC2104,IC15,MGTHRXP3_221,AY4,SLRX0_N<9>_C,C451,AFBR-821FH1Z,RX15,D9-,H8,MP_RXD_N<9>,09
Quad_221/MGT_X0Y11,O,XCVU160-H1FLGC2104,IC15,MGTHTXP3_221,AY9,TPTX0_P<11>_C,No,AFBR-811FH1Z,TX3,D11+,F9,-,11
Quad_222/MGT_X0Y12,I,XCVU160-H1FLGC2104,IC15,MGTHRXP0_222,AW2,SLRX0_N<11>_C,C453,AFBR-821FH1Z,RX15,D11-,F8,MP_RXD_N<11>,11
Quad_222/MGT_X0Y12,O,XCVU160-H1FLGC2104,IC15,MGTHTXP0_222,AW7,TPTX0_N<10>_C,No,AFBR-811FH1Z,TX3,D10-,D8,-,10
Quad_222/MGT_X0Y13,I,XCVU160-H1FLGC2104,IC15,MGTHRXP1_222,AV4,SLRX0_N<10>_C,C455,AFBR-821FH1Z,RX15,D10-,D8,MP_RXD_N<10>,10
Quad_222/MGT_X0Y13,O,XCVU160-H1FLGC2104,IC15,MGTHTXP1_222,AV9,TPTX0_N<4>_C,No,AFBR-811FH1Z,TX3,D4-,B4,-,04
Quad_222/MGT_X0Y14,I,XCVU160-H1FLGC2104,IC15,MGTHRXP2_222,AU2,SLRX0_P<8>_C,C457,AFBR-821FH1Z,RX15,D8+,A8,MP_RXD_P<8>,08
Quad_222/MGT_X0Y14,O,XCVU160-H1FLGC2104,IC15,MGTHTXP2_222,AU7,TPTX0_N<8>_C,No,AFBR-811FH1Z,TX3,D8-,B8,-,08
Quad_222/MGT_X0Y15,I,XCVU160-H1FLGC2104,IC15,MGTHRXP3_222,AT4,SLRX0_P<6>_C,C459,AFBR-821FH1Z,RX15,D6+,A6,MP_RXD_P<6>_9,06
Quad_222/MGT_X0Y15,O,XCVU160-H1FLGC2104,IC15,MGTHTXP3_222,AT9,TPTX0_N<6>_C,No,AFBR-811FH1Z,TX3,D6-,B6,-,06
Quad_224/MGT_X0Y20,I,XCVU160-H1FLGC2104,IC15,MGTHRXP0_224,AR2,SLRX1_P<4>_C,C461,AFBR-821FH1Z,RX16,D4+,A4,MP_RXD_P<4>_10,04
Quad_224/MGT_X0Y20,O,XCVU160-H1FLGC2104,IC15,MGTHTXP0_224,AR7,TPTX1_P<3>_C,No,AFBR-811FH1Z,TX4,D3+,J2,-,03
Quad_224/MGT_X0Y21,I,XCVU160-H1FLGC2104,IC15,MGTHRXP1_224,AP4,SLRX1_N<2>_C,C463,AFBR-821FH1Z,RX16,D2-,B2,MP_RXD_N<2>_10,02
Quad_224/MGT_X0Y21,O,XCVU160-H1FLGC2104,IC15,MGTHTXP1_224,AP9,TPTX1_P<1>_C,No,AFBR-811FH1Z,TX4,D1+,F1,-,01
Quad_224/MGT_X0Y22,I,XCVU160-H1FLGC2104,IC15,MGTHRXP2_224,AN2,SLRX1_N<0>_C,C465,AFBR-821FH1Z,RX16,D0-,D2,MP_RXD_N<0>_10,00
Quad_224/MGT_X0Y22,O,XCVU160-H1FLGC2104,IC15,MGTHTXP2_224,AN7,TPTX1_P<5>_C,No,AFBR-811FH1Z,TX4,D5+,J4,-,05
Quad_224/MGT_X0Y23,I,XCVU160-H1FLGC2104,IC15,MGTHRXP3_224,AM4,SLRX1_P<1>_C,C467,AFBR-821FH1Z,RX16,D1+,F1,MP_RXD_P<1>_10,01
Quad_224/MGT_X0Y23,O,XCVU160-H1FLGC2104,IC15,MGTHTXP3_224,AM9,TPTX1_P<0>_C,No,AFBR-811FH1Z,TX4,D0+,D1,-,00
Quad_225/MGT_X0Y24,I,XCVU160-H1FLGC2104,IC15,MGTHRXP0_225,AL2,SLRX1_P<3>_C,C469,AFBR-821FH1Z,RX16,D3+,J2,MP_RXD_P<3>_10,03
Quad_225/MGT_X0Y24,O,XCVU160-H1FLGC2104,IC15,MGTHTXP0_225,AL7,TPTX1_N<7>_C,No,AFBR-811FH1Z,TX4,D7-,H6,-,07
Quad_225/MGT_X0Y25,I,XCVU160-H1FLGC2104,IC15,MGTHRXP1_225,AK4,SLRX1_N<5>_C,C471,AFBR-821FH1Z,RX16,D5-,H4,MP_RXD_N<5>_10,05
Quad_225/MGT_X0Y25,O,XCVU160-H1FLGC2104,IC15,MGTHTXP1_225,AK9,TPTX1_P<9>_C,No,AFBR-811FH1Z,TX4,D9+,J8,-,09
Quad_225/MGT_X0Y26,I,XCVU160-H1FLGC2104,IC15,MGTHRXP2_225,AJ2,SLRX1_N<7>_C,C473,AFBR-821FH1Z,RX16,D7-,H6,MP_RXD_N<7>_10,07
Quad_225/MGT_X0Y26,O,XCVU160-H1FLGC2104,IC15,MGTHTXP2_225,AJ7,TPTX1_N<2>_C,No,AFBR-811FH1Z,TX4,D2-,B2,-,02
Quad_225/MGT_X0Y27,I,XCVU160-H1FLGC2104,IC15,MGTHRXP3_225,AH4,SLRX1_N<9>_C,C475,AFBR-821FH1Z,RX16,D9-,H8,MP_RXD_N<9>_9,09
Quad_225/MGT_X0Y27,O,XCVU160-H1FLGC2104,IC15,MGTHTXP3_225,AH9,TPTX1_N<11>_C,No,AFBR-811FH1Z,TX4,D11-,F8,-,11
Quad_226/MGT_X0Y28,I,XCVU160-H1FLGC2104,IC15,MGTHRXP0_226,AG2,SLRX1_N<11>_C,C477,AFBR-821FH1Z,RX16,D11-,F8,MP_RXD_N<11>_9,11
Quad_226/MGT_X0Y28,O,XCVU160-H1FLGC2104,IC15,MGTHTXP0_226,AG7,TPTX1_N<10>_C,No,AFBR-811FH1Z,TX4,D10-,D8,-,10
Quad_226/MGT_X0Y29,I,XCVU160-H1FLGC2104,IC15,MGTHRXP1_226,AF4,SLRX1_N<10>_C,C479,AFBR-821FH1Z,RX16,D10-,D8,MP_RXD_N<10>_9,10
Quad_226/MGT_X0Y29,O,XCVU160-H1FLGC2104,IC15,MGTHTXP1_226,AF9,TPTX1_N<4>_C,No,AFBR-811FH1Z,TX4,D4-,B4,-,04
Quad_226/MGT_X0Y30,I,XCVU160-H1FLGC2104,IC15,MGTHRXP2_226,AE2,SLRX1_P<8>_C,C481,AFBR-821FH1Z,RX16,D8+,A8,MP_RXD_P<8>_9,08
Quad_226/MGT_X0Y30,O,XCVU160-H1FLGC2104,IC15,MGTHTXP2_226,AE7,TPTX1_N<8>_C,No,AFBR-811FH1Z,TX4,D8-,B8,-,08
Quad_226/MGT_X0Y31,I,XCVU160-H1FLGC2104,IC15,MGTHRXP3_226,AD4,SLRX1_P<6>_C,C483,AFBR-821FH1Z,RX16,D6+,A6,MP_RXD_P<6>_10,06
Quad_226/MGT_X0Y31,O,XCVU160-H1FLGC2104,IC15,MGTHTXP3_226,AD9,TPTX1_N<6>_C,No,AFBR-811FH1Z,TX4,D6-,B6,-,06
Quad_227/MGT_X0Y32,O,XCVU160-H1FLGC2104,IC15,MGTHTXP0_227,AC7,C2T_GT_P<0>,No,XCKU095-1FFVB2104C,IC39,MGTYRXN0_125,AU46,-,00
Quad_227/MGT_X0Y32,I,XCVU160-H1FLGC2104,IC15,MGTHRXP0_227,AC2,SLRX2_N<0>_C,C489,AFBR-821FH1Z,RX17,D0-,D2,MP_RXD_N<0>_11,00
Quad_227/MGT_X0Y33,O,XCVU160-H1FLGC2104,IC15,MGTHTXP1_227,AB9,C2T_GT_P<1>,No,XCKU095-1FFVB2104C,IC39,MGTYRXN1_125,AT44,-,01
Quad_227/MGT_X0Y33,I,XCVU160-H1FLGC2104,IC15,MGTHRXP1_227,AB4,SLRX2_N<2>_C,C487,AFBR-821FH1Z,RX17,D2-,B2,MP_RXD_N<2>_11,02
Quad_227/MGT_X0Y34,O,XCVU160-H1FLGC2104,IC15,MGTHTXP2_227,AA7,C2T_GT_P<2>,No,XCKU095-1FFVB2104C,IC39,MGTYRXN2_125,AR46,-,02
Quad_227/MGT_X0Y34,I,XCVU160-H1FLGC2104,IC15,MGTHRXP2_227,AA2,SLRX2_N<4>_C,C486,AFBR-821FH1Z,RX17,D4-,B4,MP_RXD_N<4>_11,04
Quad_227/MGT_X0Y35,O,XCVU160-H1FLGC2104,IC15,MGTHTXP3_227,Y9,C2T_GT_P<3>,No,XCKU095-1FFVB2104C,IC39,MGTYRXN3_125,AP44,-,03
Quad_227/MGT_X0Y35,I,XCVU160-H1FLGC2104,IC15,MGTHRXP3_227,Y4,SLRX2_N<1>_C,C492,AFBR-821FH1Z,RX17,D1-,F2,MP_RXD_N<1>_11,01
Quad_228/MGT_X0Y36,O,XCVU160-H1FLGC2104,IC15,MGTHTXP0_228,W7,C2T_GT_P<4>,No,XCKU095-1FFVB2104C,IC39,MGTYRXN0_126,AN46,-,04
Quad_228/MGT_X0Y36,I,XCVU160-H1FLGC2104,IC15,MGTHRXP0_228,W2,SLRX2_N<3>_C,C494,AFBR-821FH1Z,RX17,D3-,H2,MP_RXD_N<3>_11,03
Quad_228/MGT_X0Y37,O,XCVU160-H1FLGC2104,IC15,MGTHTXP1_228,V9,C2T_GT_P<5>,No,XCKU095-1FFVB2104C,IC39,MGTYRXN1_126,AM44,-,05
Quad_228/MGT_X0Y37,I,XCVU160-H1FLGC2104,IC15,MGTHRXP1_228,V4,SLRX2_P<5>_C,C496,AFBR-821FH1Z,RX17,D5+,J4,MP_RXD_P<5>_11,05
Quad_228/MGT_X0Y38,O,XCVU160-H1FLGC2104,IC15,MGTHTXP2_228,U7,C2T_GT_P<6>,No,XCKU095-1FFVB2104C,IC39,MGTYRXN2_126,AL46,-,06
Quad_228/MGT_X0Y38,I,XCVU160-H1FLGC2104,IC15,MGTHRXP2_228,U2,SLRX2_P<7>_C,C498,AFBR-821FH1Z,RX17,D7+,J6,MP_RXD_P<7>_11,07
