Pin  | Pinout file pin name                 | Schematics pin name                  | Schematics net name                  | Schematics net name with index      

L43  | REFCLK_GXBL1N_CHTp                   | REFCLK_GXBL1N_CHTP                   | GND_POWER                            | GND_POWER                           
L42  | REFCLK_GXBL1N_CHTn                   | REFCLK_GXBL1N_CHTN                   | GND_POWER                            | GND_POWER                           
D49  | GXBL1N_TX_CH5n                       | GXBL1N_TX_CH5N                       | NC                                   | NC                                  
D48  | GXBL1N_TX_CH5p                       | GXBL1N_TX_CH5P                       | NC                                   | NC                                  
A46  | GXBL1N_RX_CH5n/GXBL1N_REFCLK5n       | GXBL1N_RX_CH5N/GXBL1N_REFCLK5N       | FEB_MX_R_N                           | FEB_MX_R_N<43>                      
A47  | GXBL1N_RX_CH5p/GXBL1N_REFCLK5p       | GXBL1N_RX_CH5P/GXBL1N_REFCLK5P       | FEB_MX_R_P                           | FEB_MX_R_P<43>                      
B50  | GXBL1N_TX_CH4n                       | GXBL1N_TX_CH4N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<19>                 
C50  | GXBL1N_TX_CH4p                       | GXBL1N_TX_CH4P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<19>                 
A44  | GXBL1N_RX_CH4n/GXBL1N_REFCLK4n       | GXBL1N_RX_CH4N/GXBL1N_REFCLK4N       | FEB_MX_R_N                           | FEB_MX_R_N<42>                      
B44  | GXBL1N_RX_CH4p/GXBL1N_REFCLK4p       | GXBL1N_RX_CH4P/GXBL1N_REFCLK4P       | FEB_MX_R_P                           | FEB_MX_R_P<42>                      
D51  | GXBL1N_TX_CH3n                       | GXBL1N_TX_CH3N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<18>                 
E51  | GXBL1N_TX_CH3p                       | GXBL1N_TX_CH3P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<18>                 
D44  | GXBL1N_RX_CH3n/GXBL1N_REFCLK3n       | GXBL1N_RX_CH3N/GXBL1N_REFCLK3N       | FEB_MX_R_N                           | FEB_MX_R_N<41>                      
D45  | GXBL1N_RX_CH3p/GXBL1N_REFCLK3p       | GXBL1N_RX_CH3P/GXBL1N_REFCLK3P       | FEB_MX_R_P                           | FEB_MX_R_P<41>                      
B48  | GXBL1N_TX_CH2n                       | GXBL1N_TX_CH2N                       | NC                                   | NC                                  
A48  | GXBL1N_TX_CH2p                       | GXBL1N_TX_CH2P                       | NC                                   | NC                                  
C46  | GXBL1N_RX_CH2n/GXBL1N_REFCLK2n       | GXBL1N_RX_CH2N/GXBL1N_REFCLK2N       | FEB_MX_R_N                           | FEB_MX_R_N<40>                      
C47  | GXBL1N_RX_CH2p/GXBL1N_REFCLK2p       | GXBL1N_RX_CH2P/GXBL1N_REFCLK2P       | FEB_MX_R_P                           | FEB_MX_R_P<40>                      
G50  | GXBL1N_TX_CH1n                       | GXBL1N_TX_CH1N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<17>                 
G51  | GXBL1N_TX_CH1p                       | GXBL1N_TX_CH1P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<17>                 
F44  | GXBL1N_RX_CH1n/GXBL1N_REFCLK1n       | GXBL1N_RX_CH1N/GXBL1N_REFCLK1N       | FEB_MX_R_N                           | FEB_MX_R_N<39>                      
F45  | GXBL1N_RX_CH1p/GXBL1N_REFCLK1p       | GXBL1N_RX_CH1P/GXBL1N_REFCLK1P       | FEB_MX_R_P                           | FEB_MX_R_P<39>                      
J50  | GXBL1N_TX_CH0n                       | GXBL1N_TX_CH0N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<16>                 
J51  | GXBL1N_TX_CH0p                       | GXBL1N_TX_CH0P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<16>                 
H44  | GXBL1N_RX_CH0n/GXBL1N_REFCLK0n       | GXBL1N_RX_CH0N/GXBL1N_REFCLK0N       | FEB_MX_R_N                           | FEB_MX_R_N<38>                      
H45  | GXBL1N_RX_CH0p/GXBL1N_REFCLK0p       | GXBL1N_RX_CH0P/GXBL1N_REFCLK0P       | FEB_MX_R_P                           | FEB_MX_R_P<38>                      
N43  | REFCLK_GXBL1N_CHBp                   | REFCLK_GXBL1N_CHBP                   | MX_REFCLK_641_OUT0_P                 | MX_REFCLK_641_OUT0_P                
N42  | REFCLK_GXBL1N_CHBn                   | REFCLK_GXBL1N_CHBN                   | MX_REFCLK_641_OUT0_N                 | MX_REFCLK_641_OUT0_N                
R43  | REFCLK_GXBL1M_CHTp                   | REFCLK_GXBL1M_CHTP                   | GND_POWER                            | GND_POWER                           
R42  | REFCLK_GXBL1M_CHTn                   | REFCLK_GXBL1M_CHTN                   | GND_POWER                            | GND_POWER                           
F48  | GXBL1M_TX_CH5n                       | GXBL1M_TX_CH5N                       | NC                                   | NC                                  
F49  | GXBL1M_TX_CH5p                       | GXBL1M_TX_CH5P                       | NC                                   | NC                                  
E46  | GXBL1M_RX_CH5n/GXBL1M_REFCLK5n       | GXBL1M_RX_CH5N/GXBL1M_REFCLK5N       | FEB_MX_R_N                           | FEB_MX_R_N<37>                      
E47  | GXBL1M_RX_CH5p/GXBL1M_REFCLK5p       | GXBL1M_RX_CH5P/GXBL1M_REFCLK5P       | FEB_MX_R_P                           | FEB_MX_R_P<37>                      
H48  | GXBL1M_TX_CH4n                       | GXBL1M_TX_CH4N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<15>                 
H49  | GXBL1M_TX_CH4p                       | GXBL1M_TX_CH4P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<15>                 
G46  | GXBL1M_RX_CH4n/GXBL1M_REFCLK4n       | GXBL1M_RX_CH4N/GXBL1M_REFCLK4N       | FEB_MX_R_N                           | FEB_MX_R_N<36>                      
G47  | GXBL1M_RX_CH4p/GXBL1M_REFCLK4p       | GXBL1M_RX_CH4P/GXBL1M_REFCLK4P       | FEB_MX_R_P                           | FEB_MX_R_P<36>                      
K48  | GXBL1M_TX_CH3n                       | GXBL1M_TX_CH3N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<14>                 
K49  | GXBL1M_TX_CH3p                       | GXBL1M_TX_CH3P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<14>                 
K44  | GXBL1M_RX_CH3n/GXBL1M_REFCLK3n       | GXBL1M_RX_CH3N/GXBL1M_REFCLK3N       | FEB_MX_R_N                           | FEB_MX_R_N<35>                      
K45  | GXBL1M_RX_CH3p/GXBL1M_REFCLK3p       | GXBL1M_RX_CH3P/GXBL1M_REFCLK3P       | FEB_MX_R_P                           | FEB_MX_R_P<35>                      
L50  | GXBL1M_TX_CH2n                       | GXBL1M_TX_CH2N                       | NC                                   | NC                                  
L51  | GXBL1M_TX_CH2p                       | GXBL1M_TX_CH2P                       | NC                                   | NC                                  
J46  | GXBL1M_RX_CH2n/GXBL1M_REFCLK2n       | GXBL1M_RX_CH2N/GXBL1M_REFCLK2N       | FEB_MX_R_N                           | FEB_MX_R_N<34>                      
J47  | GXBL1M_RX_CH2p/GXBL1M_REFCLK2p       | GXBL1M_RX_CH2P/GXBL1M_REFCLK2P       | FEB_MX_R_P                           | FEB_MX_R_P<34>                      
M48  | GXBL1M_TX_CH1n                       | GXBL1M_TX_CH1N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<13>                 
M49  | GXBL1M_TX_CH1p                       | GXBL1M_TX_CH1P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<13>                 
M44  | GXBL1M_RX_CH1n/GXBL1M_REFCLK1n       | GXBL1M_RX_CH1N/GXBL1M_REFCLK1N       | FEB_MX_R_N                           | FEB_MX_R_N<33>                      
M45  | GXBL1M_RX_CH1p/GXBL1M_REFCLK1p       | GXBL1M_RX_CH1P/GXBL1M_REFCLK1P       | FEB_MX_R_P                           | FEB_MX_R_P<33>                      
N50  | GXBL1M_TX_CH0n                       | GXBL1M_TX_CH0N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<12>                 
N51  | GXBL1M_TX_CH0p                       | GXBL1M_TX_CH0P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<12>                 
L46  | GXBL1M_RX_CH0n/GXBL1M_REFCLK0n       | GXBL1M_RX_CH0N/GXBL1M_REFCLK0N       | FEB_MX_R_N                           | FEB_MX_R_N<32>                      
L47  | GXBL1M_RX_CH0p/GXBL1M_REFCLK0p       | GXBL1M_RX_CH0P/GXBL1M_REFCLK0P       | FEB_MX_R_P                           | FEB_MX_R_P<32>                      
U43  | REFCLK_GXBL1M_CHBp                   | REFCLK_GXBL1M_CHBP                   | GND_POWER                            | GND_POWER                           
U42  | REFCLK_GXBL1M_CHBn                   | REFCLK_GXBL1M_CHBN                   | GND_POWER                            | GND_POWER                           
W43  | REFCLK_GXBL1L_CHTp                   | REFCLK_GXBL1L_CHTP                   | MX_REFCLK_641_OUT1_P                 | MX_REFCLK_641_OUT1_P                
W42  | REFCLK_GXBL1L_CHTn                   | REFCLK_GXBL1L_CHTN                   | MX_REFCLK_641_OUT1_N                 | MX_REFCLK_641_OUT1_N                
P48  | GXBL1L_TX_CH5n                       | GXBL1L_TX_CH5N                       | NC                                   | NC                                  
P49  | GXBL1L_TX_CH5p                       | GXBL1L_TX_CH5P                       | NC                                   | NC                                  
P44  | GXBL1L_RX_CH5n/GXBL1L_REFCLK5n       | GXBL1L_RX_CH5N/GXBL1L_REFCLK5N       | FEB_MX_R_N                           | FEB_MX_R_N<31>                      
P45  | GXBL1L_RX_CH5p/GXBL1L_REFCLK5p       | GXBL1L_RX_CH5P/GXBL1L_REFCLK5P       | FEB_MX_R_P                           | FEB_MX_R_P<31>                      
R50  | GXBL1L_TX_CH4n                       | GXBL1L_TX_CH4N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<11>                 
R51  | GXBL1L_TX_CH4p                       | GXBL1L_TX_CH4P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<11>                 
N46  | GXBL1L_RX_CH4n/GXBL1L_REFCLK4n       | GXBL1L_RX_CH4N/GXBL1L_REFCLK4N       | FEB_MX_R_N                           | FEB_MX_R_N<30>                      
N47  | GXBL1L_RX_CH4p/GXBL1L_REFCLK4p       | GXBL1L_RX_CH4P/GXBL1L_REFCLK4P       | FEB_MX_R_P                           | FEB_MX_R_P<30>                      
T48  | GXBL1L_TX_CH3n                       | GXBL1L_TX_CH3N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<10>                 
T49  | GXBL1L_TX_CH3p                       | GXBL1L_TX_CH3P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<10>                 
T44  | GXBL1L_RX_CH3n/GXBL1L_REFCLK3n       | GXBL1L_RX_CH3N/GXBL1L_REFCLK3N       | FEB_MX_R_N                           | FEB_MX_R_N<29>                      
T45  | GXBL1L_RX_CH3p/GXBL1L_REFCLK3p       | GXBL1L_RX_CH3P/GXBL1L_REFCLK3P       | FEB_MX_R_P                           | FEB_MX_R_P<29>                      
U50  | GXBL1L_TX_CH2n                       | GXBL1L_TX_CH2N                       | NC                                   | NC                                  
U51  | GXBL1L_TX_CH2p                       | GXBL1L_TX_CH2P                       | NC                                   | NC                                  
R46  | GXBL1L_RX_CH2n/GXBL1L_REFCLK2n       | GXBL1L_RX_CH2N/GXBL1L_REFCLK2N       | FEB_MX_R_N                           | FEB_MX_R_N<28>                      
R47  | GXBL1L_RX_CH2p/GXBL1L_REFCLK2p       | GXBL1L_RX_CH2P/GXBL1L_REFCLK2P       | FEB_MX_R_P                           | FEB_MX_R_P<28>                      
V48  | GXBL1L_TX_CH1n                       | GXBL1L_TX_CH1N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<9>                  
V49  | GXBL1L_TX_CH1p                       | GXBL1L_TX_CH1P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<9>                  
V44  | GXBL1L_RX_CH1n/GXBL1L_REFCLK1n       | GXBL1L_RX_CH1N/GXBL1L_REFCLK1N       | FEB_MX_R_N                           | FEB_MX_R_N<27>                      
V45  | GXBL1L_RX_CH1p/GXBL1L_REFCLK1p       | GXBL1L_RX_CH1P/GXBL1L_REFCLK1P       | FEB_MX_R_P                           | FEB_MX_R_P<27>                      
W50  | GXBL1L_TX_CH0n                       | GXBL1L_TX_CH0N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<8>                  
W51  | GXBL1L_TX_CH0p                       | GXBL1L_TX_CH0P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<8>                  
U46  | GXBL1L_RX_CH0n/GXBL1L_REFCLK0n       | GXBL1L_RX_CH0N/GXBL1L_REFCLK0N       | FEB_MX_R_N                           | FEB_MX_R_N<26>                      
U47  | GXBL1L_RX_CH0p/GXBL1L_REFCLK0p       | GXBL1L_RX_CH0P/GXBL1L_REFCLK0P       | FEB_MX_R_P                           | FEB_MX_R_P<26>                      
AA43 | REFCLK_GXBL1L_CHBp                   | REFCLK_GXBL1L_CHBP                   | GND_POWER                            | GND_POWER                           
AA42 | REFCLK_GXBL1L_CHBn                   | REFCLK_GXBL1L_CHBN                   | GND_POWER                            | GND_POWER                           
AC43 | REFCLK_GXBL1K_CHTp                   | REFCLK_GXBL1K_CHTP                   | GND_POWER                            | GND_POWER                           
AC42 | REFCLK_GXBL1K_CHTn                   | REFCLK_GXBL1K_CHTN                   | GND_POWER                            | GND_POWER                           
Y48  | GXBL1K_TX_CH5n                       | GXBL1K_TX_CH5N                       | NC                                   | NC                                  
Y49  | GXBL1K_TX_CH5p                       | GXBL1K_TX_CH5P                       | NC                                   | NC                                  
Y44  | GXBL1K_RX_CH5n/GXBL1K_REFCLK5n       | GXBL1K_RX_CH5N/GXBL1K_REFCLK5N       | FEB_MX_R_N                           | FEB_MX_R_N<25>                      
Y45  | GXBL1K_RX_CH5p/GXBL1K_REFCLK5p       | GXBL1K_RX_CH5P/GXBL1K_REFCLK5P       | FEB_MX_R_P                           | FEB_MX_R_P<25>                      
AA50 | GXBL1K_TX_CH4n                       | GXBL1K_TX_CH4N                       | NC                                   | NC                                  
AA51 | GXBL1K_TX_CH4p                       | GXBL1K_TX_CH4P                       | NC                                   | NC                                  
W46  | GXBL1K_RX_CH4n/GXBL1K_REFCLK4n       | GXBL1K_RX_CH4N/GXBL1K_REFCLK4N       | FEB_MX_R_N                           | FEB_MX_R_N<24>                      
W47  | GXBL1K_RX_CH4p/GXBL1K_REFCLK4p       | GXBL1K_RX_CH4P/GXBL1K_REFCLK4P       | FEB_MX_R_P                           | FEB_MX_R_P<24>                      
AB48 | GXBL1K_TX_CH3n                       | GXBL1K_TX_CH3N                       | NC                                   | NC                                  
AB49 | GXBL1K_TX_CH3p                       | GXBL1K_TX_CH3P                       | NC                                   | NC                                  
AB44 | GXBL1K_RX_CH3n/GXBL1K_REFCLK3n       | GXBL1K_RX_CH3N/GXBL1K_REFCLK3N       | FEB_MX_R_N                           | FEB_MX_R_N<23>                      
AB45 | GXBL1K_RX_CH3p/GXBL1K_REFCLK3p       | GXBL1K_RX_CH3P/GXBL1K_REFCLK3P       | FEB_MX_R_P                           | FEB_MX_R_P<23>                      
AC50 | GXBL1K_TX_CH2n                       | GXBL1K_TX_CH2N                       | NC                                   | NC                                  
AC51 | GXBL1K_TX_CH2p                       | GXBL1K_TX_CH2P                       | NC                                   | NC                                  
AA46 | GXBL1K_RX_CH2n/GXBL1K_REFCLK2n       | GXBL1K_RX_CH2N/GXBL1K_REFCLK2N       | FEB_MX_R_N                           | FEB_MX_R_N<22>                      
AA47 | GXBL1K_RX_CH2p/GXBL1K_REFCLK2p       | GXBL1K_RX_CH2P/GXBL1K_REFCLK2P       | FEB_MX_R_P                           | FEB_MX_R_P<22>                      
AD48 | GXBL1K_TX_CH1n                       | GXBL1K_TX_CH1N                       | NC                                   | NC                                  
AD49 | GXBL1K_TX_CH1p                       | GXBL1K_TX_CH1P                       | NC                                   | NC                                  
AD44 | GXBL1K_RX_CH1n/GXBL1K_REFCLK1n       | GXBL1K_RX_CH1N/GXBL1K_REFCLK1N       | FEB_MX_R_N                           | FEB_MX_R_N<21>                      
AD45 | GXBL1K_RX_CH1p/GXBL1K_REFCLK1p       | GXBL1K_RX_CH1P/GXBL1K_REFCLK1P       | FEB_MX_R_P                           | FEB_MX_R_P<21>                      
AE50 | GXBL1K_TX_CH0n                       | GXBL1K_TX_CH0N                       | NC                                   | NC                                  
AE51 | GXBL1K_TX_CH0p                       | GXBL1K_TX_CH0P                       | NC                                   | NC                                  
AC46 | GXBL1K_RX_CH0n/GXBL1K_REFCLK0n       | GXBL1K_RX_CH0N/GXBL1K_REFCLK0N       | FEB_MX_R_N                           | FEB_MX_R_N<20>                      
AC47 | GXBL1K_RX_CH0p/GXBL1K_REFCLK0p       | GXBL1K_RX_CH0P/GXBL1K_REFCLK0P       | FEB_MX_R_P                           | FEB_MX_R_P<20>                      
AE43 | REFCLK_GXBL1K_CHBp                   | REFCLK_GXBL1K_CHBP                   | MX_REFCLK_641_OUT2_P                 | MX_REFCLK_641_OUT2_P                
AE42 | REFCLK_GXBL1K_CHBn                   | REFCLK_GXBL1K_CHBN                   | MX_REFCLK_641_OUT2_N                 | MX_REFCLK_641_OUT2_N                
AG43 | REFCLK_GXBL1F_CHTp                   | REFCLK_GXBL1F_CHTP                   | GND_POWER                            | GND_POWER                           
AG42 | REFCLK_GXBL1F_CHTn                   | REFCLK_GXBL1F_CHTN                   | GND_POWER                            | GND_POWER                           
AF48 | GXBL1F_TX_CH5n                       | GXBL1F_TX_CH5N                       | NC                                   | NC                                  
AF49 | GXBL1F_TX_CH5p                       | GXBL1F_TX_CH5P                       | NC                                   | NC                                  
AE46 | GXBL1F_RX_CH5n/GXBL1F_REFCLK5n       | GXBL1F_RX_CH5N/GXBL1F_REFCLK5N       | FEB_MX_R_N                           | FEB_MX_R_N<19>                      
AE47 | GXBL1F_RX_CH5p/GXBL1F_REFCLK5p       | GXBL1F_RX_CH5P/GXBL1F_REFCLK5P       | FEB_MX_R_P                           | FEB_MX_R_P<19>                      
AG50 | GXBL1F_TX_CH4n                       | GXBL1F_TX_CH4N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<7>                  
AG51 | GXBL1F_TX_CH4p                       | GXBL1F_TX_CH4P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<7>                  
AF44 | GXBL1F_RX_CH4n/GXBL1F_REFCLK4n       | GXBL1F_RX_CH4N/GXBL1F_REFCLK4N       | FEB_MX_R_N                           | FEB_MX_R_N<18>                      
AF45 | GXBL1F_RX_CH4p/GXBL1F_REFCLK4p       | GXBL1F_RX_CH4P/GXBL1F_REFCLK4P       | FEB_MX_R_P                           | FEB_MX_R_P<18>                      
AJ50 | GXBL1F_TX_CH3n                       | GXBL1F_TX_CH3N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<6>                  
AJ51 | GXBL1F_TX_CH3p                       | GXBL1F_TX_CH3P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<6>                  
AH44 | GXBL1F_RX_CH3n/GXBL1F_REFCLK3n       | GXBL1F_RX_CH3N/GXBL1F_REFCLK3N       | FEB_MX_R_N                           | FEB_MX_R_N<17>                      
AH45 | GXBL1F_RX_CH3p/GXBL1F_REFCLK3p       | GXBL1F_RX_CH3P/GXBL1F_REFCLK3P       | FEB_MX_R_P                           | FEB_MX_R_P<17>                      
AH48 | GXBL1F_TX_CH2n                       | GXBL1F_TX_CH2N                       | NC                                   | NC                                  
AH49 | GXBL1F_TX_CH2p                       | GXBL1F_TX_CH2P                       | NC                                   | NC                                  
AG46 | GXBL1F_RX_CH2n/GXBL1F_REFCLK2n       | GXBL1F_RX_CH2N/GXBL1F_REFCLK2N       | FEB_MX_R_N                           | FEB_MX_R_N<16>                      
AG47 | GXBL1F_RX_CH2p/GXBL1F_REFCLK2p       | GXBL1F_RX_CH2P/GXBL1F_REFCLK2P       | FEB_MX_R_P                           | FEB_MX_R_P<16>                      
AL50 | GXBL1F_TX_CH1n                       | GXBL1F_TX_CH1N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<5>                  
AL51 | GXBL1F_TX_CH1p                       | GXBL1F_TX_CH1P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<5>                  
AK44 | GXBL1F_RX_CH1n/GXBL1F_REFCLK1n       | GXBL1F_RX_CH1N/GXBL1F_REFCLK1N       | FEB_MX_R_N                           | FEB_MX_R_N<15>                      
AK45 | GXBL1F_RX_CH1p/GXBL1F_REFCLK1p       | GXBL1F_RX_CH1P/GXBL1F_REFCLK1P       | FEB_MX_R_P                           | FEB_MX_R_P<15>                      
AN50 | GXBL1F_TX_CH0n                       | GXBL1F_TX_CH0N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<4>                  
AN51 | GXBL1F_TX_CH0p                       | GXBL1F_TX_CH0P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<4>                  
AM44 | GXBL1F_RX_CH0n/GXBL1F_REFCLK0n       | GXBL1F_RX_CH0N/GXBL1F_REFCLK0N       | FEB_MX_R_N                           | FEB_MX_R_N<14>                      
AM45 | GXBL1F_RX_CH0p/GXBL1F_REFCLK0p       | GXBL1F_RX_CH0P/GXBL1F_REFCLK0P       | FEB_MX_R_P                           | FEB_MX_R_P<14>                      
AJ43 | REFCLK_GXBL1F_CHBp                   | REFCLK_GXBL1F_CHBP                   | MX_REFCLK_641_OUT3_P                 | MX_REFCLK_641_OUT3_P                
AJ42 | REFCLK_GXBL1F_CHBn                   | REFCLK_GXBL1F_CHBN                   | MX_REFCLK_641_OUT3_N                 | MX_REFCLK_641_OUT3_N                
AL43 | REFCLK_GXBL1E_CHTp                   | REFCLK_GXBL1E_CHTP                   | GND_POWER                            | GND_POWER                           
AL42 | REFCLK_GXBL1E_CHTn                   | REFCLK_GXBL1E_CHTN                   | GND_POWER                            | GND_POWER                           
AK48 | GXBL1E_TX_CH5n                       | GXBL1E_TX_CH5N                       | NC                                   | NC                                  
AK49 | GXBL1E_TX_CH5p                       | GXBL1E_TX_CH5P                       | NC                                   | NC                                  
AJ46 | GXBL1E_RX_CH5n/GXBL1E_REFCLK5n       | GXBL1E_RX_CH5N/GXBL1E_REFCLK5N       | FEB_MX_R_N                           | FEB_MX_R_N<13>                      
AJ47 | GXBL1E_RX_CH5p/GXBL1E_REFCLK5p       | GXBL1E_RX_CH5P/GXBL1E_REFCLK5P       | FEB_MX_R_P                           | FEB_MX_R_P<13>                      
AM48 | GXBL1E_TX_CH4n                       | GXBL1E_TX_CH4N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<3>                  
AM49 | GXBL1E_TX_CH4p                       | GXBL1E_TX_CH4P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<3>                  
AL46 | GXBL1E_RX_CH4n/GXBL1E_REFCLK4n       | GXBL1E_RX_CH4N/GXBL1E_REFCLK4N       | FEB_MX_R_N                           | FEB_MX_R_N<12>                      
AL47 | GXBL1E_RX_CH4p/GXBL1E_REFCLK4p       | GXBL1E_RX_CH4P/GXBL1E_REFCLK4P       | FEB_MX_R_P                           | FEB_MX_R_P<12>                      
AR50 | GXBL1E_TX_CH3n                       | GXBL1E_TX_CH3N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<2>                  
AR51 | GXBL1E_TX_CH3p                       | GXBL1E_TX_CH3P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<2>                  
AP44 | GXBL1E_RX_CH3n/GXBL1E_REFCLK3n       | GXBL1E_RX_CH3N/GXBL1E_REFCLK3N       | FEB_MX_R_N                           | FEB_MX_R_N<11>                      
AP45 | GXBL1E_RX_CH3p/GXBL1E_REFCLK3p       | GXBL1E_RX_CH3P/GXBL1E_REFCLK3P       | FEB_MX_R_P                           | FEB_MX_R_P<11>                      
AT48 | GXBL1E_TX_CH2n                       | GXBL1E_TX_CH2N                       | NC                                   | NC                                  
AT49 | GXBL1E_TX_CH2p                       | GXBL1E_TX_CH2P                       | NC                                   | NC                                  
AR46 | GXBL1E_RX_CH2n/GXBL1E_REFCLK2n       | GXBL1E_RX_CH2N/GXBL1E_REFCLK2N       | FEB_MX_R_N                           | FEB_MX_R_N<10>                      
AR47 | GXBL1E_RX_CH2p/GXBL1E_REFCLK2p       | GXBL1E_RX_CH2P/GXBL1E_REFCLK2P       | FEB_MX_R_P                           | FEB_MX_R_P<10>                      
AU50 | GXBL1E_TX_CH1n                       | GXBL1E_TX_CH1N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<1>                  
AU51 | GXBL1E_TX_CH1p                       | GXBL1E_TX_CH1P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<1>                  
AT44 | GXBL1E_RX_CH1n/GXBL1E_REFCLK1n       | GXBL1E_RX_CH1N/GXBL1E_REFCLK1N       | FEB_MX_R_N                           | FEB_MX_R_N<9>                       
AT45 | GXBL1E_RX_CH1p/GXBL1E_REFCLK1p       | GXBL1E_RX_CH1P/GXBL1E_REFCLK1P       | FEB_MX_R_P                           | FEB_MX_R_P<9>                       
AV48 | GXBL1E_TX_CH0n                       | GXBL1E_TX_CH0N                       | RTM_FEX_25_MX_N                      | RTM_FEX_25_MX_N<0>                  
AV49 | GXBL1E_TX_CH0p                       | GXBL1E_TX_CH0P                       | RTM_FEX_25_MX_P                      | RTM_FEX_25_MX_P<0>                  
AU46 | GXBL1E_RX_CH0n/GXBL1E_REFCLK0n       | GXBL1E_RX_CH0N/GXBL1E_REFCLK0N       | FEB_MX_R_N                           | FEB_MX_R_N<8>                       
AU47 | GXBL1E_RX_CH0p/GXBL1E_REFCLK0p       | GXBL1E_RX_CH0P/GXBL1E_REFCLK0P       | FEB_MX_R_P                           | FEB_MX_R_P<8>                       
AN43 | REFCLK_GXBL1E_CHBp                   | REFCLK_GXBL1E_CHBP                   | GND_POWER                            | GND_POWER                           
AN42 | REFCLK_GXBL1E_CHBn                   | REFCLK_GXBL1E_CHBN                   | GND_POWER                            | GND_POWER                           
AR43 | REFCLK_GXBL1D_CHTp                   | REFCLK_GXBL1D_CHTP                   | MX_REFCLK_641_OUT4_P                 | MX_REFCLK_641_OUT4_P                
AR42 | REFCLK_GXBL1D_CHTn                   | REFCLK_GXBL1D_CHTN                   | MX_REFCLK_641_OUT4_N                 | MX_REFCLK_641_OUT4_N                
AW50 | GXBL1D_TX_CH5n                       | GXBL1D_TX_CH5N                       | NC                                   | NC                                  
AW51 | GXBL1D_TX_CH5p                       | GXBL1D_TX_CH5P                       | NC                                   | NC                                  
AV44 | GXBL1D_RX_CH5n/GXBL1D_REFCLK5n       | GXBL1D_RX_CH5N/GXBL1D_REFCLK5N       | FEB_MX_R_N                           | FEB_MX_R_N<7>                       
AV45 | GXBL1D_RX_CH5p/GXBL1D_REFCLK5p       | GXBL1D_RX_CH5P/GXBL1D_REFCLK5P       | FEB_MX_R_P                           | FEB_MX_R_P<7>                       
AY48 | GXBL1D_TX_CH4n                       | GXBL1D_TX_CH4N                       | NC                                   | NC                                  
AY49 | GXBL1D_TX_CH4p                       | GXBL1D_TX_CH4P                       | NC                                   | NC                                  
AW46 | GXBL1D_RX_CH4n/GXBL1D_REFCLK4n       | GXBL1D_RX_CH4N/GXBL1D_REFCLK4N       | FEB_MX_R_N                           | FEB_MX_R_N<6>                       
AW47 | GXBL1D_RX_CH4p/GXBL1D_REFCLK4p       | GXBL1D_RX_CH4P/GXBL1D_REFCLK4P       | FEB_MX_R_P                           | FEB_MX_R_P<6>                       
