Pin  | Xilinx pin name                      | Schematics pin name                  | Schematics net name                  | Schematics net name with index      
W36  | MGTREFCLK0P_130                      | MGTREFCLK0P_130                      | TRPRX_MGTCLK_P                       | TRPRX_MGTCLK_P<3>                   
W39  | GND                                  | GND                                  | GND                                  | GND                                 
W38  | MGTAVTT_LN                           | MGTAVTT_LN                           | P1V2B                                | P1V2B                               
AJ38 | GND                                  | GND                                  | GND                                  | GND                                 
AL38 | MGTAVCC_LS                           | MGTAVCC_LS                           | P1V0B                                | P1V0B                               
BD10 | IO_T0U_N12_VRP_68                    | IO_T0U_N12_VRP_68                    | NC                                   | NC                                  
AL36 | MGTREFCLK0P_127                      | MGTREFCLK0P_127                      | NC                                   | NC                                  
AL37 | MGTREFCLK0N_127                      | MGTREFCLK0N_127                      | NC                                   | NC                                  
AW46 | MGTYRXN2_124                         | MGTYRXN2_124                         | NC                                   | NC                                  
AL35 | GND                                  | GND                                  | GND                                  | GND                                 
AW40 | MGTYTXP3_124                         | MGTYTXP3_124                         | Z_TX_C_P                             | Z_TX_C_P                            
AW41 | MGTYTXN3_124                         | MGTYTXN3_124                         | Z_TX_C_N                             | Z_TX_C_N                            
AL30 | IO_L24N_T3U_N11_44                   | IO_L24N_T3U_N11_44                   | TRP_DDR_DQ                           | TRP_DDR_DQ<25>                      
AL31 | GND                                  | GND                                  | GND                                  | GND                                 
AW4  | MGTHRXP2_224                         | MGTHRXP2_224                         | QSFP_RX_O_P                          | QSFP_RX_O_P<3>                      
BD12 | GND                                  | GND                                  | GND                                  | GND                                 
BA43 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
BA42 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
AF30 | IO_L15N_T2L_N5_AD11N_46              | IO_L15N_T2L_N5_AD11N_46              | TRP_DDR_DQ                           | TRP_DDR_DQ<48>                      
AF31 | VCCO_46                              | VCCO_46                              | P1V2                                 | P1V2                                
AF32 | IO_L12P_T1U_N10_GC_46                | IO_L12P_T1U_N10_GC_46                | TRP_DDR_DQ                           | TRP_DDR_DQ<43>                      
AF33 | IO_L12N_T1U_N11_GC_46                | IO_L12N_T1U_N11_GC_46                | TRP_DDR_DQ                           | TRP_DDR_DQ<47>                      
AF34 | IO_L9P_T1L_N4_AD12P_46               | IO_L9P_T1L_N4_AD12P_46               | TRP_DDR_DQ                           | TRP_DDR_DQ<46>                      
AF35 | GND                                  | GND                                  | GND                                  | GND                                 
AF36 | GND                                  | GND                                  | GND                                  | GND                                 
AF37 | MGTAVCC_LN                           | MGTAVCC_LN                           | P1V0B                                | P1V0B                               
AF38 | MGTYTXP3_127                         | MGTYTXP3_127                         | NC                                   | NC                                  
AF39 | MGTYTXN3_127                         | MGTYTXN3_127                         | NC                                   | NC                                  
BD16 | IO_L3P_T0L_N4_AD15P_67               | IO_L3P_T0L_N4_AD15P_67               | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<30>                
AK37 | GND                                  | GND                                  | GND                                  | GND                                 
AK36 | MGTVCCAUX_LS                         | MGTVCCAUX_LS                         | MGTVCCAUX                            | MGTVCCAUX                           
AW1  | GND                                  | GND                                  | GND                                  | GND                                 
N8   | MGTHTXN0_231                         | MGTHTXN0_231                         | MPTX_N                               | MPTX_N<9>                           
N9   | MGTHTXP0_231                         | MGTHTXP0_231                         | MPTX_P                               | MPTX_P<9>                           
AG44 | GND                                  | GND                                  | GND                                  | GND                                 
N1   | GND                                  | GND                                  | GND                                  | GND                                 
N2   | GND                                  | GND                                  | GND                                  | GND                                 
N3   | MGTHRXN0_231                         | MGTHRXN0_231                         | A2T_GT_P                             | A2T_GT_P<3>                         
N4   | MGTHRXP0_231                         | MGTHRXP0_231                         | A2T_GT_N                             | A2T_GT_N<3>                         
AG41 | MGTYTXN2_127                         | MGTYTXN2_127                         | NC                                   | NC                                  
N6   | GND                                  | GND                                  | GND                                  | GND                                 
AG43 | GND                                  | GND                                  | GND                                  | GND                                 
AK39 | MGTYTXN3_126                         | MGTYTXN3_126                         | NC                                   | NC                                  
P37  | MGTAVCC_LN                           | MGTAVCC_LN                           | P1V0B                                | P1V0B                               
AN16 | IO_L21N_T3L_N5_AD8N_66               | IO_L21N_T3L_N5_AD8N_66               | Z2T_AXI_D                            | Z2T_AXI_D<6>                        
AN17 | IO_L19N_T3L_N1_DBC_AD9N_66           | IO_L19N_T3L_N1_DBC_AD9N_66           | Z2T_AXI_D                            | Z2T_AXI_D<10>                       
AN14 | IO_L21P_T3L_N4_AD8P_67               | IO_L21P_T3L_N4_AD8P_67               | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<2>                 
AK43 | MGTYRXP3_126                         | MGTYRXP3_126                         | C2T_GT_N                             | C2T_GT_N<7>                         
AK44 | MGTYRXN3_126                         | MGTYRXN3_126                         | C2T_GT_P                             | C2T_GT_P<7>                         
AN13 | IO_L21N_T3L_N5_AD8N_67               | IO_L21N_T3L_N5_AD8N_67               | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<2>                 
AK46 | GND                                  | GND                                  | GND                                  | GND                                 
AN11 | MGTAVCC_RS                           | MGTAVCC_RS                           | P1V0B                                | P1V0B                               
P46  | GND                                  | GND                                  | GND                                  | GND                                 
P45  | GND                                  | GND                                  | GND                                  | GND                                 
P44  | MGTYRXN3_130                         | MGTYRXN3_130                         | C2T_GT_N                             | C2T_GT_N<26>                        
P43  | MGTYRXP3_130                         | MGTYRXP3_130                         | C2T_GT_P                             | C2T_GT_P<26>                        
P42  | GND                                  | GND                                  | GND                                  | GND                                 
AN18 | IO_L19P_T3L_N0_DBC_AD9P_66           | IO_L19P_T3L_N0_DBC_AD9P_66           | Z2T_AXI_D                            | Z2T_AXI_D<11>                       
P40  | GND                                  | GND                                  | GND                                  | GND                                 
T15  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AH2  | MGTHRXP1_227                         | MGTHRXP1_227                         | A2T_GT_P                             | A2T_GT_P<20>                        
AH3  | GND                                  | GND                                  | GND                                  | GND                                 
AH1  | MGTHRXN1_227                         | MGTHRXN1_227                         | A2T_GT_N                             | A2T_GT_N<20>                        
AH6  | MGTHTXN1_227                         | MGTHTXN1_227                         | NC                                   | NC                                  
AH7  | MGTHTXP1_227                         | MGTHTXP1_227                         | NC                                   | NC                                  
AH4  | GND                                  | GND                                  | GND                                  | GND                                 
AH5  | GND                                  | GND                                  | GND                                  | GND                                 
AH8  | MGTAVTT_RS                           | MGTAVTT_RS                           | P1V2B                                | P1V2B                               
AH9  | GND                                  | GND                                  | GND                                  | GND                                 
J38  | GND                                  | GND                                  | GND                                  | GND                                 
J27  | GND                                  | GND                                  | GND                                  | GND                                 
J26  | IO_L13P_T2L_N0_GC_QBC_51             | IO_L13P_T2L_N0_GC_QBC_51             | C2T_DP                               | C2T_DP<22>                          
J25  | IO_L10N_T1U_N7_QBC_AD4N_71           | IO_L10N_T1U_N7_QBC_AD4N_71           | A2T_DN                               | A2T_DN<56>                          
J24  | IO_L12P_T1U_N10_GC_71                | IO_L12P_T1U_N10_GC_71                | A2T_DP                               | A2T_DP<53>                          
J23  | IO_L11P_T1U_N8_GC_71                 | IO_L11P_T1U_N8_GC_71                 | A2T_DP                               | A2T_DP<65>                          
J22  | VCCO_71                              | VCCO_71                              | P1V8                                 | P1V8                                
J21  | IO_L10P_T1U_N6_QBC_AD4P_70           | IO_L10P_T1U_N6_QBC_AD4P_70           | A2T_DP                               | A2T_DP<33>                          
J20  | IO_L12P_T1U_N10_GC_70                | IO_L12P_T1U_N10_GC_70                | A2T_DP                               | A2T_DP<34>                          
J29  | IO_L12N_T1U_N11_GC_51                | IO_L12N_T1U_N11_GC_51                | C2T_DN                               | C2T_DN<5>                           
J28  | IO_L12P_T1U_N10_GC_51                | IO_L12P_T1U_N10_GC_51                | C2T_DP                               | C2T_DP<5>                           
P9   | MGTAVTT_RN                           | MGTAVTT_RN                           | P1V2B                                | P1V2B                               
AV23 | IO_L13P_T2L_N0_GC_QBC_84             | IO_L13P_T2L_N0_GC_QBC_84             | CDR_CLK40_COPY_P                     | CDR_CLK40_COPY_P                    
AV22 | IO_L15N_T2L_N5_AD11N_84              | IO_L15N_T2L_N5_AD11N_84              | NC                                   | NC                                  
AV21 | IO_L10P_T1U_N6_QBC_AD4P_66           | IO_L10P_T1U_N6_QBC_AD4P_66           | T2Z_AXI_D                            | T2Z_AXI_D<3>                        
AV20 | GND                                  | GND                                  | GND                                  | GND                                 
AV27 | IO_L14P_T2L_N2_GC_A04_D20_65         | IO_L14P_T2L_N2_GC_A04_D20_65         | ZYQ_TRP                              | ZYQ_TRP<4>                          
AV26 | IO_L13P_T2L_N0_GC_QBC_A06_D22_65     | IO_L13P_T2L_N0_GC_QBC_A06_D22_65     | TTCPON_CLK_P                         | TTCPON_CLK_P                        
AV25 | VCCO_65                              | VCCO_65                              | P1V8                                 | P1V8                                
AV24 | IO_L14P_T2L_N2_GC_84                 | IO_L14P_T2L_N2_GC_84                 | TTC_CLK_P                            | TTC_CLK_P<2>                        
BE14 | VCCO_67                              | VCCO_67                              | P1V8                                 | P1V8                                
BE15 | IO_L2P_T0L_N2_67                     | IO_L2P_T0L_N2_67                     | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<29>                
AV29 | IO_L16N_T2U_N7_QBC_AD3N_44           | IO_L16N_T2U_N7_QBC_AD3N_44           | TRP_DDR_DQS_N                        | TRP_DDR_DQS_N<2>                    
AV28 | IO_L14N_T2L_N3_GC_A05_D21_65         | IO_L14N_T2L_N3_GC_A05_D21_65         | ZYQ_TRP                              | ZYQ_TRP<5>                          
BE10 | IO_L4N_T0U_N7_DBC_AD7N_68            | IO_L4N_T0U_N7_DBC_AD7N_68            | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<20>                
BE11 | IO_L4P_T0U_N6_DBC_AD7P_68            | IO_L4P_T0U_N6_DBC_AD7P_68            | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<20>                
BE12 | IO_L5P_T0U_N8_AD14P_68               | IO_L5P_T0U_N8_AD14P_68               | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<27>                
BE13 | IO_L4N_T0U_N7_DBC_AD7N_67            | IO_L4N_T0U_N7_DBC_AD7N_67            | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<23>                
AM46 | GND                                  | GND                                  | GND                                  | GND                                 
AM44 | MGTYRXN1_126                         | MGTYRXN1_126                         | C2T_GT_P                             | C2T_GT_P<5>                         
AP17 | VCCO_66                              | VCCO_66                              | P1V8                                 | P1V8                                
AR1  | GND                                  | GND                                  | GND                                  | GND                                 
AM42 | GND                                  | GND                                  | GND                                  | GND                                 
AR2  | GND                                  | GND                                  | GND                                  | GND                                 
AP11 | MGTREFCLK1P_225                      | MGTREFCLK1P_225                      | NC                                   | NC                                  
W26  | VCCAUX_IO                            | VCCAUX_IO                            | P1V8                                 | P1V8                                
W27  | GND                                  | GND                                  | GND                                  | GND                                 
W24  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AY23 | IO_L12P_T1U_N10_GC_94                | IO_L12P_T1U_N10_GC_94                | NC                                   | NC                                  
W22  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
W23  | GND                                  | GND                                  | GND                                  | GND                                 
W20  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
W21  | GND                                  | GND                                  | GND                                  | GND                                 
AY24 | GND                                  | GND                                  | GND                                  | GND                                 
AM41 | GND                                  | GND                                  | GND                                  | GND                                 
W28  | VCCAUX                               | VCCAUX                               | P1V8                                 | P1V8                                
W29  | GND                                  | GND                                  | GND                                  | GND                                 
BD28 | IO_L3P_T0L_N4_AD15P_A26_65           | IO_L3P_T0L_N4_AD15P_A26_65           | TRP_MPC                              | TRP_MPC<2>                          
BD29 | IO_L6N_T0U_N11_AD6N_44               | IO_L6N_T0U_N11_AD6N_44               | TRP_DDR_DQ                           | TRP_DDR_DQ<3>                       
AR6  | MGTAVTT_RS                           | MGTAVTT_RS                           | P1V2B                                | P1V2B                               
AL21 | IO_L24P_T3U_N10_84                   | IO_L24P_T3U_N10_84                   | NC                                   | NC                                  
BD21 | IO_L5P_T0U_N8_AD14P_94               | IO_L5P_T0U_N8_AD14P_94               | NC                                   | NC                                  
AL23 | VREF_84                              | VREF_84                              | NC                                   | NC                                  
BD23 | IO_L2P_T0L_N2_94                     | IO_L2P_T0L_N2_94                     | CDR_LOS                              | CDR_LOS                             
BD24 | IO_L3N_T0L_N5_AD15N_94               | IO_L3N_T0L_N5_AD15N_94               | TTCSFP_RXLOS_RXSD                    | TTCSFP_RXLOS_RXSD                   
BD25 | IO_T0U_N12_VRP_A28_65                | IO_T0U_N12_VRP_A28_65                | UNNAMED_10_RSMD0402_I146_B           | UNNAMED_10_RSMD0402_I146_B          
BD26 | IO_L4P_T0U_N6_DBC_AD7P_A24_65        | IO_L4P_T0U_N6_DBC_AD7P_A24_65        | TRP_MPA                              | TRP_MPA<1>                          
AL26 | VCCO_65                              | VCCO_65                              | P1V8                                 | P1V8                                
AY28 | IO_L12N_T1U_N11_GC_A09_D25_65        | IO_L12N_T1U_N11_GC_A09_D25_65        | CDR_CLK160_N                         | CDR_CLK160_N                        
AY29 | VCCO_44                              | VCCO_44                              | P1V2                                 | P1V2                                
AF23 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AF22 | GND                                  | GND                                  | GND                                  | GND                                 
AF21 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AF20 | GND                                  | GND                                  | GND                                  | GND                                 
AF27 | VCCAUX_IO                            | VCCAUX_IO                            | P1V8                                 | P1V8                                
AF26 | GND                                  | GND                                  | GND                                  | GND                                 
AF25 | VCCINT_IO                            | VCCINT_IO                            | P0V95B                               | P0V95B                              
AF24 | GND                                  | GND                                  | GND                                  | GND                                 
AF29 | VCCAUX                               | VCCAUX                               | P1V8                                 | P1V8                                
AF28 | GND                                  | GND                                  | GND                                  | GND                                 
G19  | IO_L14N_T2L_N3_GC_70                 | IO_L14N_T2L_N3_GC_70                 | A2T_DN                               | A2T_DN<39>                          
G18  | VCCO_70                              | VCCO_70                              | P1V8                                 | P1V8                                
G17  | IO_L16P_T2U_N6_QBC_AD3P_69           | IO_L16P_T2U_N6_QBC_AD3P_69           | A2T_DP                               | A2T_DP<5>                           
G16  | IO_L16N_T2U_N7_QBC_AD3N_69           | IO_L16N_T2U_N7_QBC_AD3N_69           | A2T_DN                               | A2T_DN<5>                           
G15  | IO_L14P_T2L_N2_GC_69                 | IO_L14P_T2L_N2_GC_69                 | A2T_DP                               | A2T_DP<11>                          
G14  | IO_L13P_T2L_N0_GC_QBC_69             | IO_L13P_T2L_N0_GC_QBC_69             | A2T_DP                               | A2T_DP<20>                          
G13  | GND                                  | GND                                  | GND                                  | GND                                 
G12  | GND                                  | GND                                  | GND                                  | GND                                 
G11  | GND                                  | GND                                  | GND                                  | GND                                 
G10  | MGTAVCC_RN                           | MGTAVCC_RN                           | P1V0B                                | P1V0B                               
AM15 | IO_L23N_T3U_N9_67                    | IO_L23N_T3U_N9_67                    | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<0>                 
AM14 | IO_L24N_T3U_N11_67                   | IO_L24N_T3U_N11_67                   | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<1>                 
AM17 | IO_L22N_T3U_N7_DBC_AD0N_66           | IO_L22N_T3U_N7_DBC_AD0N_66           | Z2T_AXI_D                            | Z2T_AXI_D<4>                        
AM16 | IO_L21P_T3L_N4_AD8P_66               | IO_L21P_T3L_N4_AD8P_66               | Z2T_AXI_D                            | Z2T_AXI_D<7>                        
AM11 | MGTREFCLK0P_226                      | MGTREFCLK0P_226                      | TRPRX_MGTCLK_P                       | TRPRX_MGTCLK_P<1>                   
AM10 | MGTREFCLK0N_226                      | MGTREFCLK0N_226                      | TRPRX_MGTCLK_N                       | TRPRX_MGTCLK_N<1>                   
AM13 | VCCO_67                              | VCCO_67                              | P1V8                                 | P1V8                                
AM12 | VBATT                                | VBATT                                | GND                                  | GND                                 
AM19 | IO_L23N_T3U_N9_66                    | IO_L23N_T3U_N9_66                    | Z2T_AXI_D                            | Z2T_AXI_D<2>                        
AM18 | GND                                  | GND                                  | GND                                  | GND                                 
F41  | GND                                  | GND                                  | GND                                  | GND                                 
F40  | GND                                  | GND                                  | GND                                  | GND                                 
F43  | MGTAVTT_LN                           | MGTAVTT_LN                           | P1V2B                                | P1V2B                               
F42  | MGTAVTT_LN                           | MGTAVTT_LN                           | P1V2B                                | P1V2B                               
F44  | GND                                  | GND                                  | GND                                  | GND                                 
AK17 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AN44 | GND                                  | GND                                  | GND                                  | GND                                 
AK14 | GND                                  | GND                                  | GND                                  | GND                                 
AK13 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AN40 | MGTYTXP0_126                         | MGTYTXP0_126                         | NC                                   | NC                                  
AN43 | GND                                  | GND                                  | GND                                  | GND                                 
D43  | MGTAVTT_LN                           | MGTAVTT_LN                           | P1V2B                                | P1V2B                               
D42  | GND                                  | GND                                  | GND                                  | GND                                 
D41  | GND                                  | GND                                  | GND                                  | GND                                 
D40  | IO_L7N_T1L_N1_QBC_AD13N_50           | IO_L7N_T1L_N1_QBC_AD13N_50           | C2T_DN                               | C2T_DN<53>                          
D44  | GND                                  | GND                                  | GND                                  | GND                                 
BA36 | VCCO_45                              | VCCO_45                              | P1V2                                 | P1V2                                
C39  | IO_L12N_T1U_N11_GC_50                | IO_L12N_T1U_N11_GC_50                | C2T_DN                               | C2T_DN<65>                          
C38  | IO_L12P_T1U_N10_GC_50                | IO_L12P_T1U_N10_GC_50                | C2T_DP                               | C2T_DP<65>                          
C35  | GND                                  | GND                                  | GND                                  | GND                                 
C34  | IO_L20N_T3L_N3_AD1N_50               | IO_L20N_T3L_N3_AD1N_50               | C2T_DN                               | C2T_DN<59>                          
C37  | IO_L13N_T2L_N1_GC_QBC_50             | IO_L13N_T2L_N1_GC_QBC_50             | C2T_DN                               | C2T_DN<62>                          
C36  | IO_L13P_T2L_N0_GC_QBC_50             | IO_L13P_T2L_N0_GC_QBC_50             | C2T_DP                               | C2T_DP<62>                          
C31  | IO_L24N_T3U_N11_50                   | IO_L24N_T3U_N11_50                   | NC                                   | NC                                  
C30  | VCCO_51                              | VCCO_51                              | P1V8                                 | P1V8                                
C33  | IO_L21N_T3L_N5_AD8N_50               | IO_L21N_T3L_N5_AD8N_50               | C2T_DN                               | C2T_DN<52>                          
C32  | IO_L23P_T3U_N8_50                    | IO_L23P_T3U_N8_50                    | C2T_DP                               | C2T_DP<55>                          
AM40 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
AY9  | GND                                  | GND                                  | GND                                  | GND                                 
AY8  | GND                                  | GND                                  | GND                                  | GND                                 
AY5  | GND                                  | GND                                  | GND                                  | GND                                 
AY4  | GND                                  | GND                                  | GND                                  | GND                                 
AY7  | GND                                  | GND                                  | GND                                  | GND                                 
AY6  | GND                                  | GND                                  | GND                                  | GND                                 
AY1  | GND                                  | GND                                  | GND                                  | GND                                 
AY3  | GND                                  | GND                                  | GND                                  | GND                                 
AY2  | GND                                  | GND                                  | GND                                  | GND                                 
BA38 | GND                                  | GND                                  | GND                                  | GND                                 
BA39 | GND                                  | GND                                  | GND                                  | GND                                 
J34  | VREF_50                              | VREF_50                              | UNNAMED_4_RSMD0402_I172_B            | UNNAMED_4_RSMD0402_I172_B           
J35  | IO_L3P_T0L_N4_AD15P_50               | IO_L3P_T0L_N4_AD15P_50               | C2T_DP                               | C2T_DP<48>                          
J36  | IO_L3N_T0L_N5_AD15N_50               | IO_L3N_T0L_N5_AD15N_50               | C2T_DN                               | C2T_DN<48>                          
J37  | GND                                  | GND                                  | GND                                  | GND                                 
J30  | IO_L16N_T2U_N7_QBC_AD3N_49           | IO_L16N_T2U_N7_QBC_AD3N_49           | C2T_DN                               | C2T_DN<30>                          
J31  | IO_L17N_T2U_N9_AD10N_49              | IO_L17N_T2U_N9_AD10N_49              | C2T_DN                               | C2T_DN<32>                          
J32  | VCCO_49                              | VCCO_49                              | P1V8                                 | P1V8                                
J33  | IO_L22P_T3U_N6_DBC_AD0P_49           | IO_L22P_T3U_N6_DBC_AD0P_49           | C2T_DP                               | C2T_DP<36>                          
E5   | GND                                  | GND                                  | GND                                  | GND                                 
E7   | MGTAVTT_RN                           | MGTAVTT_RN                           | P1V2B                                | P1V2B                               
E6   | GND                                  | GND                                  | GND                                  | GND                                 
E1   | GND                                  | GND                                  | GND                                  | GND                                 
J39  | GND                                  | GND                                  | GND                                  | GND                                 
E2   | GND                                  | GND                                  | GND                                  | GND                                 
BB13 | VCCO_67                              | VCCO_67                              | P1V8                                 | P1V8                                
BB12 | IO_L7N_T1L_N1_QBC_AD13N_67           | IO_L7N_T1L_N1_QBC_AD13N_67           | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<16>                
BB11 | IO_L8P_T1L_N2_AD5P_68                | IO_L8P_T1L_N2_AD5P_68                | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<18>                
BB10 | IO_L8N_T1L_N3_AD5N_68                | IO_L8N_T1L_N3_AD5N_68                | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<18>                
BB17 | IO_L5P_T0U_N8_AD14P_66               | IO_L5P_T0U_N8_AD14P_66               | T2Z_AXI_D                            | T2Z_AXI_D<13>                       
BB16 | IO_T1U_N12_67                        | IO_T1U_N12_67                        | NC                                   | NC                                  
BB15 | IO_L10P_T1U_N6_QBC_AD4P_67           | IO_L10P_T1U_N6_QBC_AD4P_67           | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<17>                
BB14 | IO_L10N_T1U_N7_QBC_AD4N_67           | IO_L10N_T1U_N7_QBC_AD4N_67           | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<17>                
BB19 | IO_L6P_T0U_N10_AD6P_66               | IO_L6P_T0U_N10_AD6P_66               | T2Z_AXI_D                            | T2Z_AXI_D<11>                       
BB18 | GND                                  | GND                                  | GND                                  | GND                                 
AV18 | IO_L11P_T1U_N8_GC_66                 | IO_L11P_T1U_N8_GC_66                 | T2Z_AXI_CLK                          | T2Z_AXI_CLK                         
AV19 | IO_L12P_T1U_N10_GC_66                | IO_L12P_T1U_N10_GC_66                | ZYQ_CLK_P                            | ZYQ_CLK_P<2>                        
AV16 | IO_L18N_T2U_N11_AD2N_67              | IO_L18N_T2U_N11_AD2N_67              | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<7>                 
AV17 | IO_T1U_N12_66                        | IO_T1U_N12_66                        | NC                                   | NC                                  
AV14 | IO_L16N_T2U_N7_QBC_AD3N_67           | IO_L16N_T2U_N7_QBC_AD3N_67           | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<9>                 
AV15 | VCCO_67                              | VCCO_67                              | P1V8                                 | P1V8                                
AV12 | GND                                  | GND                                  | GND                                  | GND                                 
AV13 | IO_L15N_T2L_N5_AD11N_67              | IO_L15N_T2L_N5_AD11N_67              | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<10>                
AV10 | MGTREFCLK1N_224                      | MGTREFCLK1N_224                      | ROL_MGTCLK_N                         | ROL_MGTCLK_N                        
AV11 | MGTREFCLK1P_224                      | MGTREFCLK1P_224                      | ROL_MGTCLK_P                         | ROL_MGTCLK_P                        
A33  | IO_L22N_T3U_N7_DBC_AD0N_50           | IO_L22N_T3U_N7_DBC_AD0N_50           | C2T_DN                               | C2T_DN<49>                          
A32  | IO_L22P_T3U_N6_DBC_AD0P_50           | IO_L22P_T3U_N6_DBC_AD0P_50           | C2T_DP                               | C2T_DP<49>                          
A31  | GND                                  | GND                                  | GND                                  | GND                                 
A30  | IO_L24N_T3U_N11_51                   | IO_L24N_T3U_N11_51                   | C2T_DN                               | C2T_DN<23>                          
A37  | IO_L15P_T2L_N4_AD11P_50              | IO_L15P_T2L_N4_AD11P_50              | C2T_DP                               | C2T_DP<61>                          
A36  | VCCO_50                              | VCCO_50                              | P1V8                                 | P1V8                                
A35  | IO_L17N_T2U_N9_AD10N_50              | IO_L17N_T2U_N9_AD10N_50              | C2T_DN                               | C2T_DN<68>                          
A34  | IO_L19N_T3L_N1_DBC_AD9N_50           | IO_L19N_T3L_N1_DBC_AD9N_50           | C2T_DN                               | C2T_DN<66>                          
A39  | IO_L10N_T1U_N7_QBC_AD4N_50           | IO_L10N_T1U_N7_QBC_AD4N_50           | C2T_DN                               | C2T_DN<57>                          
A38  | IO_L15N_T2L_N5_AD11N_50              | IO_L15N_T2L_N5_AD11N_50              | C2T_DN                               | C2T_DN<61>                          
BD39 | IO_L5N_T0U_N9_AD14N_45               | IO_L5N_T0U_N9_AD14N_45               | NC                                   | NC                                  
BD38 | IO_T0U_N12_VRP_45                    | IO_T0U_N12_VRP_45                    | UNNAMED_6_RSMD0402_I126_B            | UNNAMED_6_RSMD0402_I126_B           
BD33 | IO_L5P_T0U_N8_AD14P_44               | IO_L5P_T0U_N8_AD14P_44               | TRP_DDR_DQ                           | TRP_DDR_DQ<7>                       
BD32 | GND                                  | GND                                  | GND                                  | GND                                 
BD31 | IO_L4N_T0U_N7_DBC_AD7N_44            | IO_L4N_T0U_N7_DBC_AD7N_44            | TRP_DDR_DQS_N                        | TRP_DDR_DQS_N<0>                    
BD30 | IO_L4P_T0U_N6_DBC_AD7P_44            | IO_L4P_T0U_N6_DBC_AD7P_44            | TRP_DDR_DQS_P                        | TRP_DDR_DQS_P<0>                    
BD37 | VCCO_45                              | VCCO_45                              | P1V2                                 | P1V2                                
BD36 | IO_L9P_T1L_N4_AD12P_45               | IO_L9P_T1L_N4_AD12P_45               | TRP_DDR_A                            | TRP_DDR_A<15>                       
BD35 | IO_L8P_T1L_N2_AD5P_45                | IO_L8P_T1L_N2_AD5P_45                | TRP_DDR_A                            | TRP_DDR_A<16>                       
BD34 | IO_L7N_T1L_N1_QBC_AD13N_45           | IO_L7N_T1L_N1_QBC_AD13N_45           | TRP_DDR_A                            | TRP_DDR_A<3>                        
R45  | MGTYRXP2_130                         | MGTYRXP2_130                         | C2T_GT_P                             | C2T_GT_P<24>                        
R44  | GND                                  | GND                                  | GND                                  | GND                                 
R46  | MGTYRXN2_130                         | MGTYRXN2_130                         | C2T_GT_N                             | C2T_GT_N<24>                        
R41  | MGTYTXN2_130                         | MGTYTXN2_130                         | NC                                   | NC                                  
R40  | MGTYTXP2_130                         | MGTYTXP2_130                         | NC                                   | NC                                  
R43  | GND                                  | GND                                  | GND                                  | GND                                 
R42  | GND                                  | GND                                  | GND                                  | GND                                 
AF18 | GNDADC                               | GNDADC                               | GND_ADC_2                            | GND_ADC_2                           
AF19 | VCCADC                               | VCCADC                               | VCC_ADC_2                            | VCC_ADC_2                           
AF16 | GND                                  | GND                                  | GND                                  | GND                                 
AF17 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AF14 | GND                                  | GND                                  | GND                                  | GND                                 
AF15 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AF12 | GND                                  | GND                                  | GND                                  | GND                                 
AF13 | VCCO_0                               | VCCO_0                               | P1V8                                 | P1V8                                
AF10 | MGTREFCLK1N_227                      | MGTREFCLK1N_227                      | NC                                   | NC                                  
AF11 | MGTREFCLK1P_227                      | MGTREFCLK1P_227                      | NC                                   | NC                                  
AE46 | MGTYRXN0_128                         | MGTYRXN0_128                         | C2T_GT_P                             | C2T_GT_P<12>                        
