Pin  | Xilinx pin name                      | Schematics pin name                  | Schematics net name                  | Schematics net name with index      

G7   | GND                                  | GND                                  | GND                                  | GND                                 
G6   | MGTAVTT_RN                           | MGTAVTT_RN                           | P1V2B                                | P1V2B                               
G5   | GND                                  | GND                                  | GND                                  | GND                                 
G2   | GND                                  | GND                                  | GND                                  | GND                                 
G1   | GND                                  | GND                                  | GND                                  | GND                                 
K44  | MGTYRXN3_131                         | MGTYRXN3_131                         | C2T_GT_N                             | C2T_GT_N<19>                        
K45  | GND                                  | GND                                  | GND                                  | GND                                 
K46  | GND                                  | GND                                  | GND                                  | GND                                 
K40  | GND                                  | GND                                  | GND                                  | GND                                 
K41  | MGTAVTT_LN                           | MGTAVTT_LN                           | P1V2B                                | P1V2B                               
K42  | GND                                  | GND                                  | GND                                  | GND                                 
K43  | MGTYRXP3_131                         | MGTYRXP3_131                         | C2T_GT_P                             | C2T_GT_P<19>                        
Y19  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
Y18  | GND                                  | GND                                  | GND                                  | GND                                 
Y15  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
Y14  | GND                                  | GND                                  | GND                                  | GND                                 
Y17  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
Y16  | GND                                  | GND                                  | GND                                  | GND                                 
Y11  | MGTREFCLK0P_229                      | MGTREFCLK0P_229                      | NC                                   | NC                                  
Y10  | MGTREFCLK0N_229                      | MGTREFCLK0N_229                      | NC                                   | NC                                  
Y13  | VCCBRAM                              | VCCBRAM                              | P0V95B                               | P0V95B                              
Y12  | INIT_B_0                             | INIT_B_0                             | TRP_CFG                              | TRP_CFG<3>                          
B29  | IO_L23P_T3U_N8_51                    | IO_L23P_T3U_N8_51                    | C2T_DP                               | C2T_DP<21>                          
B28  | GND                                  | GND                                  | GND                                  | GND                                 
B27  | IO_L19N_T3L_N1_DBC_AD9N_51           | IO_L19N_T3L_N1_DBC_AD9N_51           | C2T_DN                               | C2T_DN<8>                           
B26  | IO_L21N_T3L_N5_AD8N_71               | IO_L21N_T3L_N5_AD8N_71               | A2T_DN                               | A2T_DN<47>                          
B25  | IO_L24P_T3U_N10_71                   | IO_L24P_T3U_N10_71                   | NC                                   | NC                                  
B24  | IO_L23P_T3U_N8_71                    | IO_L23P_T3U_N8_71                    | A2T_DP                               | A2T_DP<69>                          
B23  | VCCO_71                              | VCCO_71                              | P1V8                                 | P1V8                                
B22  | IO_L19N_T3L_N1_DBC_AD9N_71           | IO_L19N_T3L_N1_DBC_AD9N_71           | A2T_DN                               | A2T_DN<57>                          
B21  | IO_L21N_T3L_N5_AD8N_70               | IO_L21N_T3L_N5_AD8N_70               | A2T_DN                               | A2T_DN<46>                          
B20  | IO_L24P_T3U_N10_70                   | IO_L24P_T3U_N10_70                   | NC                                   | NC                                  
AG9  | MGTHTXP2_227                         | MGTHTXP2_227                         | NC                                   | NC                                  
AG8  | MGTHTXN2_227                         | MGTHTXN2_227                         | NC                                   | NC                                  
AG7  | GND                                  | GND                                  | GND                                  | GND                                 
AG6  | MGTAVTT_RS                           | MGTAVTT_RS                           | P1V2B                                | P1V2B                               
AG5  | GND                                  | GND                                  | GND                                  | GND                                 
AG4  | MGTHRXP2_227                         | MGTHRXP2_227                         | A2T_GT_P                             | A2T_GT_P<17>                        
AG3  | MGTHRXN2_227                         | MGTHRXN2_227                         | A2T_GT_N                             | A2T_GT_N<17>                        
AG2  | GND                                  | GND                                  | GND                                  | GND                                 
AG1  | GND                                  | GND                                  | GND                                  | GND                                 
AN42 | GND                                  | GND                                  | GND                                  | GND                                 
AT46 | GND                                  | GND                                  | GND                                  | GND                                 
AT45 | GND                                  | GND                                  | GND                                  | GND                                 
AT44 | MGTYRXN1_125                         | MGTYRXN1_125                         | C2T_GT_P                             | C2T_GT_P<1>                         
AT43 | MGTYRXP1_125                         | MGTYRXP1_125                         | C2T_GT_N                             | C2T_GT_N<1>                         
AT42 | GND                                  | GND                                  | GND                                  | GND                                 
AT41 | GND                                  | GND                                  | GND                                  | GND                                 
AT40 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
H18  | IO_L13N_T2L_N1_GC_QBC_70             | IO_L13N_T2L_N1_GC_QBC_70             | A2T_DN                               | A2T_DN<41>                          
H19  | IO_L13P_T2L_N0_GC_QBC_70             | IO_L13P_T2L_N0_GC_QBC_70             | A2T_DP                               | A2T_DP<41>                          
H12  | GND                                  | GND                                  | GND                                  | GND                                 
H13  | IO_L9N_T1L_N5_AD12N_69               | IO_L9N_T1L_N5_AD12N_69               | A2T_DN                               | A2T_DN<12>                          
H14  | IO_L11N_T1U_N9_GC_69                 | IO_L11N_T1U_N9_GC_69                 | A2T_DN                               | A2T_DN<22>                          
H15  | VCCO_69                              | VCCO_69                              | P1V8                                 | P1V8                                
H16  | IO_L10N_T1U_N7_QBC_AD4N_69           | IO_L10N_T1U_N7_QBC_AD4N_69           | A2T_DN                               | A2T_DN<8>                           
H17  | IO_L10P_T1U_N6_QBC_AD4P_69           | IO_L10P_T1U_N6_QBC_AD4P_69           | A2T_DP                               | A2T_DP<8>                           
BE8  | IO_L2P_T0L_N2_68                     | IO_L2P_T0L_N2_68                     | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<24>                
BE9  | GND                                  | GND                                  | GND                                  | GND                                 
BE2  | GND                                  | GND                                  | GND                                  | GND                                 
BE3  | GND                                  | GND                                  | GND                                  | GND                                 
BE6  | GND                                  | GND                                  | GND                                  | GND                                 
BE7  | IO_L1P_T0L_N0_DBC_68                 | IO_L1P_T0L_N0_DBC_68                 | NC                                   | NC                                  
BE4  | MGTAVTT_RS                           | MGTAVTT_RS                           | P1V2B                                | P1V2B                               
BE5  | GND                                  | GND                                  | GND                                  | GND                                 
E24  | VCCO_71                              | VCCO_71                              | P1V8                                 | P1V8                                
E25  | IO_L18P_T2U_N10_AD2P_71              | IO_L18P_T2U_N10_AD2P_71              | A2T_DP                               | A2T_DP<50>                          
E26  | IO_T2U_N12_51                        | IO_T2U_N12_51                        | NC                                   | NC                                  
E27  | IO_L17N_T2U_N9_AD10N_51              | IO_L17N_T2U_N9_AD10N_51              | C2T_DN                               | C2T_DN<13>                          
E20  | IO_L17N_T2U_N9_AD10N_70              | IO_L17N_T2U_N9_AD10N_70              | A2T_DN                               | A2T_DN<44>                          
E21  | IO_L17P_T2U_N8_AD10P_70              | IO_L17P_T2U_N8_AD10P_70              | A2T_DP                               | A2T_DP<44>                          
E22  | IO_L16N_T2U_N7_QBC_AD3N_71           | IO_L16N_T2U_N7_QBC_AD3N_71           | A2T_DN                               | A2T_DN<64>                          
E23  | IO_L16P_T2U_N6_QBC_AD3P_71           | IO_L16P_T2U_N6_QBC_AD3P_71           | A2T_DP                               | A2T_DP<64>                          
AJ12 | D01_DIN_0                            | D01_DIN_0                            | TRP_CFG                              | TRP_CFG<2>                          
AJ13 | GND                                  | GND                                  | GND                                  | GND                                 
AJ10 | GND                                  | GND                                  | GND                                  | GND                                 
AJ11 | MGTAVCC_RS                           | MGTAVCC_RS                           | P1V0B                                | P1V0B                               
E28  | IO_L18P_T2U_N10_AD2P_51              | IO_L18P_T2U_N10_AD2P_51              | C2T_DP                               | C2T_DP<2>                           
E29  | GND                                  | GND                                  | GND                                  | GND                                 
AJ14 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AJ15 | GND                                  | GND                                  | GND                                  | GND                                 
BF39 | IO_L1P_T0L_N0_DBC_45                 | IO_L1P_T0L_N0_DBC_45                 | NC                                   | NC                                  
BF38 | IO_L2N_T0L_N3_45                     | IO_L2N_T0L_N3_45                     | NC                                   | NC                                  
BF35 | IO_T1U_N12_45                        | IO_T1U_N12_45                        | TRP_DDR_A                            | TRP_DDR_A<5>                        
BF34 | IO_T0U_N12_VRP_44                    | IO_T0U_N12_VRP_44                    | NC                                   | NC                                  
BF37 | IO_L3N_T0L_N5_AD15N_45               | IO_L3N_T0L_N5_AD15N_45               | NC                                   | NC                                  
BF36 | GND                                  | GND                                  | GND                                  | GND                                 
BF31 | VCCO_44                              | VCCO_44                              | P1V2                                 | P1V2                                
BF30 | IO_L3N_T0L_N5_AD15N_44               | IO_L3N_T0L_N5_AD15N_44               | TRP_DDR_DQ                           | TRP_DDR_DQ<4>                       
BF33 | IO_L1N_T0L_N1_DBC_44                 | IO_L1N_T0L_N1_DBC_44                 | NC                                   | NC                                  
BF32 | IO_L1P_T0L_N0_DBC_44                 | IO_L1P_T0L_N0_DBC_44                 | TRP_DDR_DM                           | TRP_DDR_DM<0>                       
D38  | IO_L11N_T1U_N9_GC_50                 | IO_L11N_T1U_N9_GC_50                 | C2T_DN                               | C2T_DN<64>                          
D39  | IO_L8N_T1L_N3_AD5N_50                | IO_L8N_T1L_N3_AD5N_50                | C2T_DN                               | C2T_DN<67>                          
D36  | IO_L14N_T2L_N3_GC_50                 | IO_L14N_T2L_N3_GC_50                 | C2T_DN                               | C2T_DN<60>                          
D37  | VCCO_50                              | VCCO_50                              | P1V8                                 | P1V8                                
D34  | IO_L20P_T3L_N2_AD1P_50               | IO_L20P_T3L_N2_AD1P_50               | C2T_DP                               | C2T_DP<59>                          
D35  | IO_L18N_T2U_N11_AD2N_50              | IO_L18N_T2U_N11_AD2N_50              | C2T_DN                               | C2T_DN<58>                          
D32  | GND                                  | GND                                  | GND                                  | GND                                 
D33  | IO_L21P_T3L_N4_AD8P_50               | IO_L21P_T3L_N4_AD8P_50               | C2T_DP                               | C2T_DP<52>                          
D30  | IO_L21N_T3L_N5_AD8N_51               | IO_L21N_T3L_N5_AD8N_51               | C2T_DN                               | C2T_DN<10>                          
D31  | IO_L24P_T3U_N10_50                   | IO_L24P_T3U_N10_50                   | NC                                   | NC                                  
N41  | MGTYTXN0_131                         | MGTYTXN0_131                         | NC                                   | NC                                  
N40  | MGTYTXP0_131                         | MGTYTXP0_131                         | NC                                   | NC                                  
N43  | GND                                  | GND                                  | GND                                  | GND                                 
N42  | GND                                  | GND                                  | GND                                  | GND                                 
N45  | MGTYRXP0_131                         | MGTYRXP0_131                         | C2T_GT_P                             | C2T_GT_P<21>                        
N44  | GND                                  | GND                                  | GND                                  | GND                                 
N46  | MGTYRXN0_131                         | MGTYRXN0_131                         | C2T_GT_N                             | C2T_GT_N<21>                        
L6   | MGTAVTT_RN                           | MGTAVTT_RN                           | P1V2B                                | P1V2B                               
L7   | GND                                  | GND                                  | GND                                  | GND                                 
L4   | MGTHRXP2_231                         | MGTHRXP2_231                         | A2T_GT_N                             | A2T_GT_N<1>                         
L5   | GND                                  | GND                                  | GND                                  | GND                                 
L2   | GND                                  | GND                                  | GND                                  | GND                                 
L3   | MGTHRXN2_231                         | MGTHRXN2_231                         | A2T_GT_P                             | A2T_GT_P<1>                         
L1   | GND                                  | GND                                  | GND                                  | GND                                 
L8   | MGTHTXN2_231                         | MGTHTXN2_231                         | MPTX_N                               | MPTX_N<10>                          
L9   | MGTHTXP2_231                         | MGTHTXP2_231                         | MPTX_P                               | MPTX_P<10>                          
AP8  | GND                                  | GND                                  | GND                                  | GND                                 
AP9  | MGTAVCC_RS                           | MGTAVCC_RS                           | P1V0B                                | P1V0B                               
AP2  | MGTHRXP3_225                         | MGTHRXP3_225                         | A2T_GT_P                             | A2T_GT_P<21>                        
AP3  | GND                                  | GND                                  | GND                                  | GND                                 
AP1  | MGTHRXN3_225                         | MGTHRXN3_225                         | A2T_GT_N                             | A2T_GT_N<21>                        
AP6  | MGTHTXN3_225                         | MGTHTXN3_225                         | NC                                   | NC                                  
AP7  | MGTHTXP3_225                         | MGTHTXP3_225                         | NC                                   | NC                                  
AP4  | GND                                  | GND                                  | GND                                  | GND                                 
AP5  | GND                                  | GND                                  | GND                                  | GND                                 
H33  | IO_L22N_T3U_N7_DBC_AD0N_49           | IO_L22N_T3U_N7_DBC_AD0N_49           | C2T_DN                               | C2T_DN<36>                          
V2   | MGTHRXP3_229                         | MGTHRXP3_229                         | A2T_GT_N                             | A2T_GT_N<8>                         
H31  | IO_L20P_T3L_N2_AD1P_49               | IO_L20P_T3L_N2_AD1P_49               | C2T_DP                               | C2T_DP<43>                          
H36  | IO_L4P_T0U_N6_DBC_AD7P_50            | IO_L4P_T0U_N6_DBC_AD7P_50            | C2T_DP                               | C2T_DP<63>                          
H37  | IO_L1P_T0L_N0_DBC_50                 | IO_L1P_T0L_N0_DBC_50                 | C2T_DP                               | C2T_DP<54>                          
H34  | IO_L5P_T0U_N8_AD14P_50               | IO_L5P_T0U_N8_AD14P_50               | C2T_DP                               | C2T_DP<47>                          
H35  | VCCO_50                              | VCCO_50                              | P1V8                                 | P1V8                                
K3   | GND                                  | GND                                  | GND                                  | GND                                 
U18  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AY11 | IO_L8N_T1L_N3_AD5N_67                | IO_L8N_T1L_N3_AD5N_67                | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<13>                
K9   | MGTAVTT_RN                           | MGTAVTT_RN                           | P1V2B                                | P1V2B                               
K8   | GND                                  | GND                                  | GND                                  | GND                                 
B38  | GND                                  | GND                                  | GND                                  | GND                                 
B39  | IO_L10P_T1U_N6_QBC_AD4P_50           | IO_L10P_T1U_N6_QBC_AD4P_50           | C2T_DP                               | C2T_DP<57>                          
B34  | IO_L19P_T3L_N0_DBC_AD9P_50           | IO_L19P_T3L_N0_DBC_AD9P_50           | C2T_DP                               | C2T_DP<66>                          
B35  | IO_L17P_T2U_N8_AD10P_50              | IO_L17P_T2U_N8_AD10P_50              | C2T_DP                               | C2T_DP<68>                          
B36  | IO_L16P_T2U_N6_QBC_AD3P_50           | IO_L16P_T2U_N6_QBC_AD3P_50           | C2T_DP                               | C2T_DP<69>                          
B37  | IO_L16N_T2U_N7_QBC_AD3N_50           | IO_L16N_T2U_N7_QBC_AD3N_50           | C2T_DN                               | C2T_DN<69>                          
B30  | IO_L24P_T3U_N10_51                   | IO_L24P_T3U_N10_51                   | C2T_DP                               | C2T_DP<23>                          
B31  | IO_T3U_N12_50                        | IO_T3U_N12_50                        | NC                                   | NC                                  
B32  | IO_L23N_T3U_N9_50                    | IO_L23N_T3U_N9_50                    | C2T_DN                               | C2T_DN<55>                          
B33  | VCCO_50                              | VCCO_50                              | P1V8                                 | P1V8                                
AF8  | GND                                  | GND                                  | GND                                  | GND                                 
AF9  | MGTAVTT_RS                           | MGTAVTT_RS                           | P1V2B                                | P1V2B                               
AF4  | GND                                  | GND                                  | GND                                  | GND                                 
AF5  | GND                                  | GND                                  | GND                                  | GND                                 
AF6  | MGTHTXN3_227                         | MGTHTXN3_227                         | NC                                   | NC                                  
AF7  | MGTHTXP3_227                         | MGTHTXP3_227                         | NC                                   | NC                                  
AF1  | MGTHRXN3_227                         | MGTHRXN3_227                         | A2T_GT_N                             | A2T_GT_N<16>                        
AF2  | MGTHRXP3_227                         | MGTHRXP3_227                         | A2T_GT_P                             | A2T_GT_P<16>                        
AF3  | GND                                  | GND                                  | GND                                  | GND                                 
A44  | GND                                  | GND                                  | GND                                  | GND                                 
A40  | IO_L9N_T1L_N5_AD12N_50               | IO_L9N_T1L_N5_AD12N_50               | C2T_DN                               | C2T_DN<51>                          
A41  | GND                                  | GND                                  | GND                                  | GND                                 
AY10 | GND                                  | GND                                  | GND                                  | GND                                 
BA37 | GND                                  | GND                                  | GND                                  | GND                                 
BA34 | IO_L13P_T2L_N0_GC_QBC_45             | IO_L13P_T2L_N0_GC_QBC_45             | TRP_DDR_BA                           | TRP_DDR_BA<0>                       
BA35 | IO_L12P_T1U_N10_GC_45                | IO_L12P_T1U_N10_GC_45                | NC                                   | NC                                  
H29  | IO_L15P_T2L_N4_AD11P_51              | IO_L15P_T2L_N4_AD11P_51              | C2T_DP                               | C2T_DP<14>                          
H28  | IO_L11N_T1U_N9_GC_51                 | IO_L11N_T1U_N9_GC_51                 | C2T_DN                               | C2T_DN<1>                           
BA30 | IO_L11N_T1U_N9_GC_44                 | IO_L11N_T1U_N9_GC_44                 | TRP_DDR_DQ                           | TRP_DDR_DQ<12>                      
BA31 | GND                                  | GND                                  | GND                                  | GND                                 
H25  | VCCO_71                              | VCCO_71                              | P1V8                                 | P1V8                                
H24  | IO_L12N_T1U_N11_GC_71                | IO_L12N_T1U_N11_GC_71                | A2T_DN                               | A2T_DN<53>                          
H27  | IO_L11P_T1U_N8_GC_51                 | IO_L11P_T1U_N8_GC_51                 | C2T_DP                               | C2T_DP<1>                           
H26  | IO_L13N_T2L_N1_GC_QBC_51             | IO_L13N_T2L_N1_GC_QBC_51             | C2T_DN                               | C2T_DN<22>                          
H21  | IO_L10N_T1U_N7_QBC_AD4N_70           | IO_L10N_T1U_N7_QBC_AD4N_70           | A2T_DN                               | A2T_DN<33>                          
H20  | GND                                  | GND                                  | GND                                  | GND                                 
H23  | IO_L11N_T1U_N9_GC_71                 | IO_L11N_T1U_N9_GC_71                 | A2T_DN                               | A2T_DN<65>                          
H22  | IO_T1U_N12_71                        | IO_T1U_N12_71                        | NC                                   | NC                                  
BB9  | IO_L11P_T1U_N8_GC_68                 | IO_L11P_T1U_N8_GC_68                 | NC                                   | NC                                  
BB8  | GND                                  | GND                                  | GND                                  | GND                                 
BB7  | IO_L10N_T1U_N7_QBC_AD4N_68           | IO_L10N_T1U_N7_QBC_AD4N_68           | VHDCI_CLK_OUT_N                      | VHDCI_CLK_OUT_N                     
BB6  | GND                                  | GND                                  | GND                                  | GND                                 
BB5  | MGTHTXP2_224                         | MGTHTXP2_224                         | QSFP_TX_I_P                          | QSFP_TX_I_P<3>                      
BB4  | MGTHTXN2_224                         | MGTHTXN2_224                         | QSFP_TX_I_N                          | QSFP_TX_I_N<3>                      
BB3  | GND                                  | GND                                  | GND                                  | GND                                 
BB2  | GND                                  | GND                                  | GND                                  | GND                                 
BB1  | GND                                  | GND                                  | GND                                  | GND                                 
AF46 | GND                                  | GND                                  | GND                                  | GND                                 
AP43 | MGTYRXP3_125                         | MGTYRXP3_125                         | C2T_GT_N                             | C2T_GT_N<3>                         
AP42 | GND                                  | GND                                  | GND                                  | GND                                 
AP41 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
AP40 | GND                                  | GND                                  | GND                                  | GND                                 
AP46 | GND                                  | GND                                  | GND                                  | GND                                 
AP45 | GND                                  | GND                                  | GND                                  | GND                                 
AP44 | MGTYRXN3_125                         | MGTYRXN3_125                         | C2T_GT_P                             | C2T_GT_P<3>                         
E19  | GND                                  | GND                                  | GND                                  | GND                                 
E18  | IO_L16P_T2U_N6_QBC_AD3P_70           | IO_L16P_T2U_N6_QBC_AD3P_70           | A2T_DP                               | A2T_DP<36>                          
E11  | MGTAVCC_RN                           | MGTAVCC_RN                           | P1V0B                                | P1V0B                               
E10  | GND                                  | GND                                  | GND                                  | GND                                 
E13  | IO_L15N_T2L_N5_AD11N_69              | IO_L15N_T2L_N5_AD11N_69              | A2T_DN                               | A2T_DN<13>                          
E12  | GND                                  | GND                                  | GND                                  | GND                                 
E15  | IO_L17P_T2U_N8_AD10P_69              | IO_L17P_T2U_N8_AD10P_69              | A2T_DP                               | A2T_DP<9>                           
E14  | VCCO_69                              | VCCO_69                              | P1V8                                 | P1V8                                
E17  | IO_L16N_T2U_N7_QBC_AD3N_70           | IO_L16N_T2U_N7_QBC_AD3N_70           | A2T_DN                               | A2T_DN<36>                          
E16  | IO_L18P_T2U_N10_AD2P_69              | IO_L18P_T2U_N10_AD2P_69              | A2T_DP                               | A2T_DP<14>                          
W40  | MGTYTXP2_129                         | MGTYTXP2_129                         | NC                                   | NC                                  
W41  | MGTYTXN2_129                         | MGTYTXN2_129                         | NC                                   | NC                                  
W42  | GND                                  | GND                                  | GND                                  | GND                                 
W43  | GND                                  | GND                                  | GND                                  | GND                                 
W44  | GND                                  | GND                                  | GND                                  | GND                                 
W45  | MGTYRXP2_129                         | MGTYRXP2_129                         | C2T_GT_P                             | C2T_GT_P<20>                        
W46  | MGTYRXN2_129                         | MGTYRXN2_129                         | C2T_GT_N                             | C2T_GT_N<20>                        
BF40 | IO_L1N_T0L_N1_DBC_45                 | IO_L1N_T0L_N1_DBC_45                 | TRP_DDR_RST*                         | TRP_DDR_RST*                        
BF41 | GND                                  | GND                                  | GND                                  | GND                                 
BF42 | MGTYTXP0_124                         | MGTYTXP0_124                         | PON_TX_P                             | PON_TX_P                            
BF43 | MGTYTXN0_124                         | MGTYTXN0_124                         | PON_TX_N                             | PON_TX_N                            
BF44 | GND                                  | GND                                  | GND                                  | GND                                 
AL46 | MGTYRXN2_126                         | MGTYRXN2_126                         | C2T_GT_P                             | C2T_GT_P<6>                         
AL45 | MGTYRXP2_126                         | MGTYRXP2_126                         | C2T_GT_N                             | C2T_GT_N<6>                         
AL44 | GND                                  | GND                                  | GND                                  | GND                                 
AL43 | GND                                  | GND                                  | GND                                  | GND                                 
AL42 | GND                                  | GND                                  | GND                                  | GND                                 
AL41 | MGTYTXN2_126                         | MGTYTXN2_126                         | NC                                   | NC                                  
AL40 | MGTYTXP2_126                         | MGTYTXP2_126                         | NC                                   | NC                                  
V18  | GND                                  | GND                                  | GND                                  | GND                                 
V19  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
V12  | M0_0                                 | M0_0                                 | UNNAMED_1_RSMD0402_I6_A_2            | UNNAMED_1_RSMD0402_I6_A_2           
V13  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
V10  | MGTREFCLK1N_229                      | MGTREFCLK1N_229                      | NC                                   | NC                                  
V11  | MGTREFCLK1P_229                      | MGTREFCLK1P_229                      | NC                                   | NC                                  
V16  | GND                                  | GND                                  | GND                                  | GND                                 
V17  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
V14  | GND                                  | GND                                  | GND                                  | GND                                 
V15  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
F23  | IO_L14N_T2L_N3_GC_71                 | IO_L14N_T2L_N3_GC_71                 | A2T_DN                               | A2T_DN<60>                          
F22  | IO_L15N_T2L_N5_AD11N_71              | IO_L15N_T2L_N5_AD11N_71              | A2T_DN                               | A2T_DN<62>                          
F21  | VCCO_70                              | VCCO_70                              | P1V8                                 | P1V8                                
F20  | IO_L15P_T2L_N4_AD11P_70              | IO_L15P_T2L_N4_AD11P_70              | A2T_DP                               | A2T_DP<35>                          
F27  | IO_L17P_T2U_N8_AD10P_51              | IO_L17P_T2U_N8_AD10P_51              | C2T_DP                               | C2T_DP<13>                          
F26  | GND                                  | GND                                  | GND                                  | GND                                 
F25  | IO_T2U_N12_71                        | IO_T2U_N12_71                        | NC                                   | NC                                  
F24  | IO_L14P_T2L_N2_GC_71                 | IO_L14P_T2L_N2_GC_71                 | A2T_DP                               | A2T_DP<60>                          
F29  | IO_L16N_T2U_N7_QBC_AD3N_51           | IO_L16N_T2U_N7_QBC_AD3N_51           | C2T_DN                               | C2T_DN<4>                           
F28  | IO_L16P_T2U_N6_QBC_AD3P_51           | IO_L16P_T2U_N6_QBC_AD3P_51           | C2T_DP                               | C2T_DP<4>                           
Y40  | MGTAVTT_LN                           | MGTAVTT_LN                           | P1V2B                                | P1V2B                               
AY19 | VCCO_66                              | VCCO_66                              | P1V8                                 | P1V8                                
AY18 | IO_L8P_T1L_N2_AD5P_66                | IO_L8P_T1L_N2_AD5P_66                | T2Z_AXI_D                            | T2Z_AXI_D<7>                        
AW9  | MGTREFCLK0P_224                      | MGTREFCLK0P_224                      | RDT_MGTCLK_P                         | RDT_MGTCLK_P                        
AW8  | MGTREFCLK0N_224                      | MGTREFCLK0N_224                      | RDT_MGTCLK_N                         | RDT_MGTCLK_N                        
M42  | GND                                  | GND                                  | GND                                  | GND                                 
M43  | MGTYRXP1_131                         | MGTYRXP1_131                         | C2T_GT_P                             | C2T_GT_P<27>                        
AY13 | IO_L12P_T1U_N10_GC_67                | IO_L12P_T1U_N10_GC_67                | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<15>                
AY12 | IO_L8P_T1L_N2_AD5P_67                | IO_L8P_T1L_N2_AD5P_67                | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<13>                
AW3  | MGTHRXN2_224                         | MGTHRXN2_224                         | QSFP_RX_O_N                          | QSFP_RX_O_N<3>                      
AW2  | GND                                  | GND                                  | GND                                  | GND                                 
M44  | MGTYRXN1_131                         | MGTYRXN1_131                         | C2T_GT_N                             | C2T_GT_N<27>                        
M45  | GND                                  | GND                                  | GND                                  | GND                                 
AH12 | D03_0                                | D03_0                                | NC                                   | NC                                  
AH13 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
L18  | IO_L8N_T1L_N3_AD5N_70                | IO_L8N_T1L_N3_AD5N_70                | A2T_DN                               | A2T_DN<32>                          
L19  | IO_L8P_T1L_N2_AD5P_70                | IO_L8P_T1L_N2_AD5P_70                | A2T_DP                               | A2T_DP<32>                          
L14  | IO_L5N_T0U_N9_AD14N_69               | IO_L5N_T0U_N9_AD14N_69               | A2T_DN                               | A2T_DN<2>                           
L15  | IO_T1U_N12_69                        | IO_T1U_N12_69                        | NC                                   | NC                                  
L16  | VCCO_69                              | VCCO_69                              | P1V8                                 | P1V8                                
L17  | IO_L7P_T1L_N0_QBC_AD13P_70           | IO_L7P_T1L_N0_QBC_AD13P_70           | A2T_DP                               | A2T_DP<43>                          
L10  | MGTAVCC_RN                           | MGTAVCC_RN                           | P1V0B                                | P1V0B                               
L11  | GND                                  | GND                                  | GND                                  | GND                                 
L12  | GND                                  | GND                                  | GND                                  | GND                                 
L13  | IO_L7P_T1L_N0_QBC_AD13P_69           | IO_L7P_T1L_N0_QBC_AD13P_69           | A2T_DP                               | A2T_DP<4>                           
AC17 | GND                                  | GND                                  | GND                                  | GND                                 
M11  | MGTREFCLK0P_231                      | MGTREFCLK0P_231                      | NC                                   | NC                                  
AC15 | GND                                  | GND                                  | GND                                  | GND                                 
AC14 | VCCBRAM                              | VCCBRAM                              | P0V95B                               | P0V95B                              
AC13 | TDO_0                                | TDO_0                                | UNNAMED_1_RSMD0402_I80_A             | UNNAMED_1_RSMD0402_I80_A            
AC12 | DONE_0                               | DONE_0                               | TRP_CFG                              | TRP_CFG<4>                          
AC11 | MGTVCCAUX_RS                         | MGTVCCAUX_RS                         | MGTVCCAUX                            | MGTVCCAUX                           
M10  | MGTREFCLK0N_231                      | MGTREFCLK0N_231                      | NC                                   | NC                                  
M13  | VCCO_69                              | VCCO_69                              | P1V8                                 | P1V8                                
AC19 | GND                                  | GND                                  | GND                                  | GND                                 
AC18 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AT5  | GND                                  | GND                                  | GND                                  | GND                                 
