Pin  | Pinout file pin name                 | Schematics pin name                  | Schematics net name                  | Schematics net name with index      
BD40 | LVDS2C_7n                            | LVDS2C_7N                            | SX_RX_G1_F03_SELECTL                 | SX_RX_G1_F03_SELECTL                
BE40 | LVDS2C_7p                            | LVDS2C_7P                            | SX_TX_G1_F04_RESETL                  | SX_TX_G1_F04_RESETL                 
BG38 | LVDS2C_8n                            | LVDS2C_8N                            | SX_TX_RX_G1_SDA                      | SX_TX_RX_G1_SDA                     
BG37 | LVDS2C_8p                            | LVDS2C_8P                            | SX_TX_RX_G1_SCL                      | SX_TX_RX_G1_SCL                     
BE38 | LVDS2C_9n                            | LVDS2C_9N                            | SX_TX_G1_F04_INTL                    | SX_TX_G1_F04_INTL                   
BE39 | LVDS2C_9p                            | LVDS2C_9P                            | NC                                   | NC                                  
BE37 | LVDS2C_10n                           | LVDS2C_10N                           | NC                                   | NC                                  
BF37 | LVDS2C_10p                           | LVDS2C_10P                           | NC                                   | NC                                  
BF39 | LVDS2C_11n                           | LVDS2C_11N                           | NC                                   | NC                                  
BF40 | LVDS2C_11p                           | LVDS2C_11P                           | SX_TX_G1_F04_SELECTL                 | SX_TX_G1_F04_SELECTL                
BH37 | LVDS2C_12n                           | LVDS2C_12N                           | NC                                   | NC                                  
BH36 | LVDS2C_12p                           | LVDS2C_12P                           | NC                                   | NC                                  
AW39 | LVDS2C_13n                           | LVDS2C_13N                           | NC                                   | NC                                  
AW38 | LVDS2C_13p                           | LVDS2C_13P                           | NC                                   | NC                                  
BA37 | LVDS2C_14n                           | LVDS2C_14N                           | SX_RESET_N                           | SX_RESET_N                          
AY37 | LVDS2C_14p                           | LVDS2C_14P                           | NC                                   | NC                                  
AV40 | LVDS2C_15n                           | LVDS2C_15N                           | NC                                   | NC                                  
AW40 | LVDS2C_15p                           | LVDS2C_15P                           | NC                                   | NC                                  
AY39 | LVDS2C_16n                           | LVDS2C_16N                           | NC                                   | NC                                  
AY38 | LVDS2C_16p                           | LVDS2C_16P                           | SX_RX_G1_F02_PRESENTL                | SX_RX_G1_F02_PRESENTL               
AU37 | LVDS2C_17n                           | LVDS2C_17N                           | NC                                   | NC                                  
AU38 | LVDS2C_17p                           | LVDS2C_17P                           | SX_RX_G1_F02_INTL                    | SX_RX_G1_F02_INTL                   
AV38 | LVDS2C_18n                           | LVDS2C_18N                           | SX_RX_G1_F02_SELECTL                 | SX_RX_G1_F02_SELECTL                
AV37 | LVDS2C_18p                           | LVDS2C_18P                           | NC                                   | NC                                  
AR34 | LVDS2C_19n                           | LVDS2C_19N                           | NC                                   | NC                                  
AP35 | LVDS2C_19p                           | LVDS2C_19P                           | SX_TX_G1_F02_RESETL                  | SX_TX_G1_F02_RESETL                 
AR36 | LVDS2C_20n                           | LVDS2C_20N                           | SX_TX_G1_F02_SELECTL                 | SX_TX_G1_F02_SELECTL                
AP36 | LVDS2C_20p                           | LVDS2C_20P                           | SX_TX_G1_F02_INTL                    | SX_TX_G1_F02_INTL                   
AP33 | LVDS2C_21n                           | LVDS2C_21N                           | NC                                   | NC                                  
AN33 | LVDS2C_21p                           | LVDS2C_21P                           | NC                                   | NC                                  
AT36 | LVDS2C_22n                           | LVDS2C_22N                           | SX_TX_G1_F02_PRESENTL                | SX_TX_G1_F02_PRESENTL               
AT37 | LVDS2C_22p                           | LVDS2C_22P                           | NC                                   | NC                                  
AR37 | LVDS2C_23n                           | LVDS2C_23N                           | NC                                   | NC                                  
AT38 | LVDS2C_23p                           | LVDS2C_23P                           | SX_RX_G1_F02_RESETL                  | SX_RX_G1_F02_RESETL                 
AR33 | LVDS2C_24n                           | LVDS2C_24N                           | NC                                   | NC                                  
AP34 | LVDS2C_24p                           | LVDS2C_24P                           | NC                                   | NC                                  
BD36 | LVDS2B_1n                            | LVDS2B_1N                            | SX_TX_G1_F03_SELECTL                 | SX_TX_G1_F03_SELECTL                
BE36 | LVDS2B_1p                            | LVDS2B_1P                            | SX_RX_G1_F03_PRESENTL                | SX_RX_G1_F03_PRESENTL               
BC35 | LVDS2B_2n                            | LVDS2B_2N                            | NC                                   | NC                                  
BC36 | LVDS2B_2p                            | LVDS2B_2P                            | SX_TX_G1_F03_RESETL                  | SX_TX_G1_F03_RESETL                 
BB34 | LVDS2B_3n                            | LVDS2B_3N                            | NC                                   | NC                                  
BB33 | LVDS2B_3p                            | LVDS2B_3P                            | NC                                   | NC                                  
BD35 | LVDS2B_4n                            | LVDS2B_4N                            | NC                                   | NC                                  
BD34 | LVDS2B_4p                            | LVDS2B_4P                            | NC                                   | NC                                  
BC33 | LVDS2B_5n                            | LVDS2B_5N                            | NC                                   | NC                                  
BD33 | LVDS2B_5p                            | LVDS2B_5P                            | NC                                   | NC                                  
BF35 | LVDS2B_6n                            | LVDS2B_6N                            | SX_TX_G1_F04_PRESENTL                | SX_TX_G1_F04_PRESENTL               
BF36 | LVDS2B_6p                            | LVDS2B_6P                            | SX_RX_G1_F04_RESETL                  | SX_RX_G1_F04_RESETL                 
BF34 | LVDS2B_7n                            | LVDS2B_7N                            | NC                                   | NC                                  
BG34 | LVDS2B_7p                            | LVDS2B_7P                            | NC                                   | NC                                  
BJ34 | LVDS2B_8n                            | LVDS2B_8N                            | NC                                   | NC                                  
BJ33 | LVDS2B_8p                            | LVDS2B_8P                            | NC                                   | NC                                  
BG35 | LVDS2B_9n                            | LVDS2B_9N                            | SX_RX_G1_F04_INTL                    | SX_RX_G1_F04_INTL                   
BH35 | LVDS2B_9p                            | LVDS2B_9P                            | SX_RX_G1_F04_SELECTL                 | SX_RX_G1_F04_SELECTL                
BE34 | LVDS2B_10n                           | LVDS2B_10N                           | NC                                   | NC                                  
BE33 | LVDS2B_10p                           | LVDS2B_10P                           | NC                                   | NC                                  
BJ36 | LVDS2B_11n                           | LVDS2B_11N                           | NC                                   | NC                                  
BJ35 | LVDS2B_11p                           | LVDS2B_11P                           | SX_RX_G1_F04_PRESENTL                | SX_RX_G1_F04_PRESENTL               
BG33 | LVDS2B_12n                           | LVDS2B_12N                           | NC                                   | NC                                  
BH33 | LVDS2B_12p                           | LVDS2B_12P                           | NC                                   | NC                                  
AV36 | LVDS2B_13n                           | LVDS2B_13N                           | NC                                   | NC                                  
AW36 | LVDS2B_13p                           | LVDS2B_13P                           | NC                                   | NC                                  
AY33 | LVDS2B_14n                           | LVDS2B_14N                           | NC                                   | NC                                  
AW33 | LVDS2B_14p                           | LVDS2B_14P                           | NC                                   | NC                                  
BA35 | LVDS2B_15n                           | LVDS2B_15N                           | NC                                   | NC                                  
BB35 | LVDS2B_15p                           | LVDS2B_15P                           | NC                                   | NC                                  
AW35 | LVDS2B_16n                           | LVDS2B_16N                           | SX_RX_G1_F01_PRESENTL                | SX_RX_G1_F01_PRESENTL               
AW34 | LVDS2B_16p                           | LVDS2B_16P                           | NC                                   | NC                                  
AY36 | LVDS2B_17n                           | LVDS2B_17N                           | NC                                   | NC                                  
BA36 | LVDS2B_17p                           | LVDS2B_17P                           | NC                                   | NC                                  
BA34 | LVDS2B_18n                           | LVDS2B_18N                           | NC                                   | NC                                  
AY34 | LVDS2B_18p                           | LVDS2B_18P                           | NC                                   | NC                                  
AT32 | LVDS2B_19n                           | LVDS2B_19N                           | SX_TX_G1_F01_INTL                    | SX_TX_G1_F01_INTL                   
AU32 | LVDS2B_19p                           | LVDS2B_19P                           | SX_TX_G1_F01_SELECTL                 | SX_TX_G1_F01_SELECTL                
AV32 | LVDS2B_20n                           | LVDS2B_20N                           | SX_TX_G1_F01_PRESENTL                | SX_TX_G1_F01_PRESENTL               
AV33 | LVDS2B_20p                           | LVDS2B_20P                           | NC                                   | NC                                  
AT34 | LVDS2B_21n                           | LVDS2B_21N                           | NC                                   | NC                                  
AT35 | LVDS2B_21p                           | LVDS2B_21P                           | SX_RX_G1_F01_RESETL                  | SX_RX_G1_F01_RESETL                 
AR31 | LVDS2B_22n                           | LVDS2B_22N                           | NC                                   | NC                                  
AR32 | LVDS2B_22p                           | LVDS2B_22P                           | SX_TX_G1_F01_RESETL                  | SX_TX_G1_F01_RESETL                 
AU35 | LVDS2B_23n                           | LVDS2B_23N                           | SX_RX_G1_F01_INTL                    | SX_RX_G1_F01_INTL                   
AV35 | LVDS2B_23p                           | LVDS2B_23P                           | SX_RX_G1_F01_SELECTL                 | SX_RX_G1_F01_SELECTL                
AU33 | LVDS2B_24n                           | LVDS2B_24N                           | NC                                   | NC                                  
AU34 | LVDS2B_24p                           | LVDS2B_24P                           | NC                                   | NC                                  
AU28 | LVDS2A_1n                            | LVDS2A_1N                            | NC                                   | NC                                  
AU29 | LVDS2A_1p                            | LVDS2A_1P                            | NC                                   | NC                                  
AW29 | LVDS2A_2n                            | LVDS2A_2N                            | NC                                   | NC                                  
AY29 | LVDS2A_2p                            | LVDS2A_2P                            | NC                                   | NC                                  
BB28 | LVDS2A_3n                            | LVDS2A_3N                            | NC                                   | NC                                  
BA29 | LVDS2A_3p                            | LVDS2A_3P                            | NC                                   | NC                                  
AV28 | LVDS2A_4n                            | LVDS2A_4N                            | NC                                   | NC                                  
AW28 | LVDS2A_4p                            | LVDS2A_4P                            | NC                                   | NC                                  
AV30 | LVDS2A_5n                            | LVDS2A_5N                            | NC                                   | NC                                  
AU30 | LVDS2A_5p                            | LVDS2A_5P                            | NC                                   | NC                                  
AT30 | LVDS2A_6n                            | LVDS2A_6N                            | NC                                   | NC                                  
AT29 | LVDS2A_6p                            | LVDS2A_6P                            | NC                                   | NC                                  
BA30 | LVDS2A_7n                            | LVDS2A_7N                            | NC                                   | NC                                  
BA31 | LVDS2A_7p                            | LVDS2A_7P                            | NC                                   | NC                                  
BB29 | LVDS2A_8n                            | LVDS2A_8N                            | NC                                   | NC                                  
BB30 | LVDS2A_8p                            | LVDS2A_8P                            | NC                                   | NC                                  
BC32 | LVDS2A_9n                            | LVDS2A_9N                            | NC                                   | NC                                  
BC31 | LVDS2A_9p                            | LVDS2A_9P                            | NC                                   | NC                                  
BB32 | LVDS2A_10n                           | LVDS2A_10N                           | NC                                   | NC                                  
BA32 | LVDS2A_10p                           | LVDS2A_10P                           | NC                                   | NC                                  
AY32 | LVDS2A_11n                           | LVDS2A_11N                           | NC                                   | NC                                  
AY31 | LVDS2A_11p                           | LVDS2A_11P                           | NC                                   | NC                                  
AW31 | LVDS2A_12n                           | LVDS2A_12N                           | NC                                   | NC                                  
AW30 | LVDS2A_12p                           | LVDS2A_12P                           | NC                                   | NC                                  
BD31 | LVDS2A_13n                           | LVDS2A_13N                           | NC                                   | NC                                  
BE31 | LVDS2A_13p                           | LVDS2A_13P                           | LINK_MAX10_SX_CLK                    | LINK_MAX10_SX_CLK                   
BE29 | LVDS2A_14n                           | LVDS2A_14N                           | LINK_MAX10_SX_DATA                   | LINK_MAX10_SX_DATA                  
BD29 | LVDS2A_14p                           | LVDS2A_14P                           | LINK_MAX10_SX_VALID                  | LINK_MAX10_SX_VALID                 
BF30 | LVDS2A_15n                           | LVDS2A_15N                           | NC                                   | NC                                  
BF31 | LVDS2A_15p                           | LVDS2A_15P                           | LINK_SX_MAX10_CLK                    | LINK_SX_MAX10_CLK                   
BD30 | LVDS2A_16n                           | LVDS2A_16N                           | LINK_SX_MAX10_VALID                  | LINK_SX_MAX10_VALID                 
BC30 | LVDS2A_16p                           | LVDS2A_16P                           | LINK_SX_MAX10_DATA                   | LINK_SX_MAX10_DATA                  
BG28 | LVDS2A_17n                           | LVDS2A_17N                           | NC                                   | NC                                  
BG29 | LVDS2A_17p                           | LVDS2A_17P                           | NC                                   | NC                                  
BH30 | LVDS2A_18n                           | LVDS2A_18N                           | NC                                   | NC                                  
BG30 | LVDS2A_18p                           | LVDS2A_18P                           | NC                                   | NC                                  
BE28 | LVDS2A_19n                           | LVDS2A_19N                           | NC                                   | NC                                  
BF29 | LVDS2A_19p                           | LVDS2A_19P                           | NC                                   | NC                                  
BJ29 | LVDS2A_20n                           | LVDS2A_20N                           | NC                                   | NC                                  
BJ30 | LVDS2A_20p                           | LVDS2A_20P                           | NC                                   | NC                                  
BH28 | LVDS2A_21n                           | LVDS2A_21N                           | NC                                   | NC                                  
BJ28 | LVDS2A_21p                           | LVDS2A_21P                           | NC                                   | NC                                  
BJ31 | LVDS2A_22n                           | LVDS2A_22N                           | NC                                   | NC                                  
BH31 | LVDS2A_22p                           | LVDS2A_22P                           | NC                                   | NC                                  
BF32 | LVDS2A_23n                           | LVDS2A_23N                           | NC                                   | NC                                  
BE32 | LVDS2A_23p                           | LVDS2A_23P                           | NC                                   | NC                                  
BG32 | LVDS2A_24n                           | LVDS2A_24N                           | NC                                   | NC                                  
BH32 | LVDS2A_24p                           | LVDS2A_24P                           | NC                                   | NC                                  
B20  | LVDS3L_1n                            | LVDS3L_1N                            | NC                                   | NC                                  
A19  | LVDS3L_1p                            | LVDS3L_1P                            | NC                                   | NC                                  
B17  | LVDS3L_2n                            | LVDS3L_2N                            | NC                                   | NC                                  
A17  | LVDS3L_2p                            | LVDS3L_2P                            | NC                                   | NC                                  
A21  | LVDS3L_3n                            | LVDS3L_3N                            | NC                                   | NC                                  
A20  | LVDS3L_3p                            | LVDS3L_3P                            | NC                                   | NC                                  
C18  | LVDS3L_4n                            | LVDS3L_4N                            | NC                                   | NC                                  
C17  | LVDS3L_4p                            | LVDS3L_4P                            | NC                                   | NC                                  
B22  | LVDS3L_5n                            | LVDS3L_5N                            | NC                                   | NC                                  
A22  | LVDS3L_5p                            | LVDS3L_5P                            | NC                                   | NC                                  
B19  | LVDS3L_6n                            | LVDS3L_6N                            | NC                                   | NC                                  
B18  | LVDS3L_6p                            | LVDS3L_6P                            | NC                                   | NC                                  
E17  | LVDS3L_7n                            | LVDS3L_7N                            | NC                                   | NC                                  
F17  | LVDS3L_7p                            | LVDS3L_7P                            | NC                                   | NC                                  
D18  | LVDS3L_8n                            | LVDS3L_8N                            | NC                                   | NC                                  
E18  | LVDS3L_8p                            | LVDS3L_8P                            | NC                                   | NC                                  
D19  | LVDS3L_9n                            | LVDS3L_9N                            | NC                                   | NC                                  
E19  | LVDS3L_9p                            | LVDS3L_9P                            | NC                                   | NC                                  
C20  | LVDS3L_10n                           | LVDS3L_10N                           | NC                                   | NC                                  
D20  | LVDS3L_10p                           | LVDS3L_10P                           | NC                                   | NC                                  
D21  | LVDS3L_11n                           | LVDS3L_11N                           | NC                                   | NC                                  
E21  | LVDS3L_11p                           | LVDS3L_11P                           | NC                                   | NC                                  
C21  | LVDS3L_12n                           | LVDS3L_12N                           | NC                                   | NC                                  
C22  | LVDS3L_12p                           | LVDS3L_12P                           | NC                                   | NC                                  
J19  | LVDS3L_13n                           | LVDS3L_13N                           | NC                                   | NC                                  
J20  | LVDS3L_13p                           | LVDS3L_13P                           | NC                                   | NC                                  
F19  | LVDS3L_14n                           | LVDS3L_14N                           | NC                                   | NC                                  
G19  | LVDS3L_14p                           | LVDS3L_14P                           | NC                                   | NC                                  
K18  | LVDS3L_15n                           | LVDS3L_15N                           | NC                                   | NC                                  
J18  | LVDS3L_15p                           | LVDS3L_15P                           | NC                                   | NC                                  
F21  | LVDS3L_16n                           | LVDS3L_16N                           | NC                                   | NC                                  
F20  | LVDS3L_16p                           | LVDS3L_16P                           | NC                                   | NC                                  
H18  | LVDS3L_17n                           | LVDS3L_17N                           | NC                                   | NC                                  
G18  | LVDS3L_17p                           | LVDS3L_17P                           | NC                                   | NC                                  
H20  | LVDS3L_18n                           | LVDS3L_18N                           | NC                                   | NC                                  
G20  | LVDS3L_18p                           | LVDS3L_18P                           | NC                                   | NC                                  
H21  | LVDS3L_19n                           | LVDS3L_19N                           | NC                                   | NC                                  
J21  | LVDS3L_19p                           | LVDS3L_19P                           | NC                                   | NC                                  
L19  | LVDS3L_20n                           | LVDS3L_20N                           | NC                                   | NC                                  
K19  | LVDS3L_20p                           | LVDS3L_20P                           | NC                                   | NC                                  
L21  | LVDS3L_21n                           | LVDS3L_21N                           | NC                                   | NC                                  
K21  | LVDS3L_21p                           | LVDS3L_21P                           | NC                                   | NC                                  
L20  | LVDS3L_22n                           | LVDS3L_22N                           | NC                                   | NC                                  
M20  | LVDS3L_22p                           | LVDS3L_22P                           | NC                                   | NC                                  
N21  | LVDS3L_23n                           | LVDS3L_23N                           | NC                                   | NC                                  
P21  | LVDS3L_23p                           | LVDS3L_23P                           | NC                                   | NC                                  
N20  | LVDS3L_24n                           | LVDS3L_24N                           | NC                                   | NC                                  
P20  | LVDS3L_24p                           | LVDS3L_24P                           | NC                                   | NC                                  
M15  | LVDS3K_1n                            | LVDS3K_1N                            | NC                                   | NC                                  
N15  | LVDS3K_1p                            | LVDS3K_1P                            | NC                                   | NC                                  
N18  | LVDS3K_2n                            | LVDS3K_2N                            | NC                                   | NC                                  
P18  | LVDS3K_2p                            | LVDS3K_2P                            | NC                                   | NC                                  
K16  | LVDS3K_3n                            | LVDS3K_3N                            | NC                                   | NC                                  
L16  | LVDS3K_3p                            | LVDS3K_3P                            | NC                                   | NC                                  
K17  | LVDS3K_4n                            | LVDS3K_4N                            | NC                                   | NC                                  
L17  | LVDS3K_4p                            | LVDS3K_4P                            | NC                                   | NC                                  
N17  | LVDS3K_5n                            | LVDS3K_5N                            | NC                                   | NC                                  
N16  | LVDS3K_5p                            | LVDS3K_5P                            | NC                                   | NC                                  
M18  | LVDS3K_6n                            | LVDS3K_6N                            | NC                                   | NC                                  
M17  | LVDS3K_6p                            | LVDS3K_6P                            | NC                                   | NC                                  
J14  | LVDS3K_7n                            | LVDS3K_7N                            | NC                                   | NC                                  
K14  | LVDS3K_7p                            | LVDS3K_7P                            | NC                                   | NC                                  
H17  | LVDS3K_8n                            | LVDS3K_8N                            | NC                                   | NC                                  
G17  | LVDS3K_8p                            | LVDS3K_8P                            | NC                                   | NC                                  
F15  | LVDS3K_9n                            | LVDS3K_9N                            | NC                                   | NC                                  
G15  | LVDS3K_9p                            | LVDS3K_9P                            | NC                                   | NC                                  
J15  | LVDS3K_10n                           | LVDS3K_10N                           | NC                                   | NC                                  
H15  | LVDS3K_10p                           | LVDS3K_10P                           | NC                                   | NC                                  
L14  | LVDS3K_11n                           | LVDS3K_11N                           | NC                                   | NC                                  
L15  | LVDS3K_11p                           | LVDS3K_11P                           | NC                                   | NC                                  
H16  | LVDS3K_12n                           | LVDS3K_12N                           | NC                                   | NC                                  
J16  | LVDS3K_12p                           | LVDS3K_12P                           | NC                                   | NC                                  
F16  | LVDS3K_13n                           | LVDS3K_13N                           | NC                                   | NC                                  
E16  | LVDS3K_13p                           | LVDS3K_13P                           | NC                                   | NC                                  
D15  | LVDS3K_14n                           | LVDS3K_14N                           | NC                                   | NC                                  
C15  | LVDS3K_14p                           | LVDS3K_14P                           | NC                                   | NC                                  
B15  | LVDS3K_15n                           | LVDS3K_15N                           | NC                                   | NC                                  
A16  | LVDS3K_15p                           | LVDS3K_15P                           | NC                                   | NC                                  
B13  | LVDS3K_16n                           | LVDS3K_16N                           | NC                                   | NC                                  
B14  | LVDS3K_16p                           | LVDS3K_16P                           | NC                                   | NC                                  
A15  | LVDS3K_17n                           | LVDS3K_17N                           | NC                                   | NC                                  
A14  | LVDS3K_17p                           | LVDS3K_17P                           | NC                                   | NC                                  
D16  | LVDS3K_18n                           | LVDS3K_18N                           | NC                                   | NC                                  
C16  | LVDS3K_18p                           | LVDS3K_18P                           | NC                                   | NC                                  
A12  | LVDS3K_19n                           | LVDS3K_19N                           | NC                                   | NC                                  
B12  | LVDS3K_19p                           | LVDS3K_19P                           | NC                                   | NC                                  
D14  | LVDS3K_20n                           | LVDS3K_20N                           | NC                                   | NC                                  
E14  | LVDS3K_20p                           | LVDS3K_20P                           | NC                                   | NC                                  
C12  | LVDS3K_21n                           | LVDS3K_21N                           | NC                                   | NC                                  
C13  | LVDS3K_21p                           | LVDS3K_21P                           | NC                                   | NC                                  
F14  | LVDS3K_22n                           | LVDS3K_22N                           | NC                                   | NC                                  
G14  | LVDS3K_22p                           | LVDS3K_22P                           | NC                                   | NC                                  
D13  | LVDS3K_23n                           | LVDS3K_23N                           | NC                                   | NC                                  
E13  | LVDS3K_23p                           | LVDS3K_23P                           | NC                                   | NC                                  
H13  | LVDS3K_24n                           | LVDS3K_24N                           | NC                                   | NC                                  
G13  | LVDS3K_24p                           | LVDS3K_24P                           | NC                                   | NC                                  
E11  | LVDS3J_1n                            | LVDS3J_1N                            | NC                                   | NC                                  
F11  | LVDS3J_1p                            | LVDS3J_1P                            | NC                                   | NC                                  
G10  | LVDS3J_2n                            | LVDS3J_2N                            | SX_RX_G2_F01_RESETL                  | SX_RX_G2_F01_RESETL                 
H10  | LVDS3J_2p                            | LVDS3J_2P                            | SX_RX_G2_F02_PRESENTL                | SX_RX_G2_F02_PRESENTL               
D10  | LVDS3J_3n                            | LVDS3J_3N                            | SX_RX_G2_F01_PRESENTL                | SX_RX_G2_F01_PRESENTL               
D11  | LVDS3J_3p                            | LVDS3J_3P                            | NC                                   | NC                                  
G12  | LVDS3J_4n                            | LVDS3J_4N                            | NC                                   | NC                                  
H12  | LVDS3J_4p                            | LVDS3J_4P                            | NC                                   | NC                                  
F10  | LVDS3J_5n                            | LVDS3J_5N                            | SX_RX_G2_F01_INTL                    | SX_RX_G2_F01_INTL                   
E10  | LVDS3J_5p                            | LVDS3J_5P                            | SX_RX_G2_F01_SELECTL                 | SX_RX_G2_F01_SELECTL                
F12  | LVDS3J_6n                            | LVDS3J_6N                            | NC                                   | NC                                  
E12  | LVDS3J_6p                            | LVDS3J_6P                            | NC                                   | NC                                  
J11  | LVDS3J_7n                            | LVDS3J_7N                            | NC                                   | NC                                  
H11  | LVDS3J_7p                            | LVDS3J_7P                            | NC                                   | NC                                  
K11  | LVDS3J_8n                            | LVDS3J_8N                            | NC                                   | NC                                  
K12  | LVDS3J_8p                            | LVDS3J_8P                            | NC                                   | NC                                  
K10  | LVDS3J_9n                            | LVDS3J_9N                            | SX_RX_G2_F02_INTL                    | SX_RX_G2_F02_INTL                   
J10  | LVDS3J_9p                            | LVDS3J_9P                            | SX_RX_G2_F02_SELECTL                 | SX_RX_G2_F02_SELECTL                
M12  | LVDS3J_10n                           | LVDS3J_10N                           | NC                                   | NC                                  
L12  | LVDS3J_10p                           | LVDS3J_10P                           | NC                                   | NC                                  
L10  | LVDS3J_11n                           | LVDS3J_11N                           | SX_RX_G2_F02_RESETL                  | SX_RX_G2_F02_RESETL                 
L11  | LVDS3J_11p                           | LVDS3J_11P                           | NC                                   | NC                                  
K13  | LVDS3J_12n                           | LVDS3J_12N                           | NC                                   | NC                                  
J13  | LVDS3J_12p                           | LVDS3J_12P                           | NC                                   | NC                                  
N13  | LVDS3J_13n                           | LVDS3J_13N                           | NC                                   | NC                                  
P14  | LVDS3J_13p                           | LVDS3J_13P                           | NC                                   | NC                                  
M13  | LVDS3J_14n                           | LVDS3J_14N                           | NC                                   | NC                                  
M14  | LVDS3J_14p                           | LVDS3J_14P                           | NC                                   | NC                                  
P15  | LVDS3J_15n                           | LVDS3J_15N                           | NC                                   | NC                                  
P16  | LVDS3J_15p                           | LVDS3J_15P                           | NC                                   | NC                                  
P13  | LVDS3J_16n                           | LVDS3J_16N                           | SX_LS05_FPGA_OE                      | SX_LS05_FPGA_OE                     
P12  | LVDS3J_16p                           | LVDS3J_16P                           | SX_LS06_FPGA_OE                      | SX_LS06_FPGA_OE                     
R16  | LVDS3J_17n                           | LVDS3J_17N                           | SX_LS10_FPGA_OE                      | SX_LS10_FPGA_OE                     
R17  | LVDS3J_17p                           | LVDS3J_17P                           | SX_LS01_FPGA_OE                      | SX_LS01_FPGA_OE                     
R14  | LVDS3J_18n                           | LVDS3J_18N                           | SX_LS07_FPGA_OE                      | SX_LS07_FPGA_OE                     
R13  | LVDS3J_18p                           | LVDS3J_18P                           | SX_LS08_FPGA_OE                      | SX_LS08_FPGA_OE                     
T19  | LVDS3J_19n                           | LVDS3J_19N                           | SX_LS12_FPGA_OE                      | SX_LS12_FPGA_OE                     
U19  | LVDS3J_19p                           | LVDS3J_19P                           | SX_LS11_FPGA_OE                      | SX_LS11_FPGA_OE                     
R18  | LVDS3J_20n                           | LVDS3J_20N                           | NC                                   | NC                                  
R19  | LVDS3J_20p                           | LVDS3J_20P                           | NC                                   | NC                                  
W18  | LVDS3J_21n                           | LVDS3J_21N                           | SX_LS09_FPGA_OE                      | SX_LS09_FPGA_OE                     
V17  | LVDS3J_21p                           | LVDS3J_21P                           | SX_LS04_FPGA_OE                      | SX_LS04_FPGA_OE                     
T17  | LVDS3J_22n                           | LVDS3J_22N                           | SX_LS02_FPGA_OE                      | SX_LS02_FPGA_OE                     
U17  | LVDS3J_22p                           | LVDS3J_22P                           | SX_LS03_FPGA_OE                      | SX_LS03_FPGA_OE                     
U18  | LVDS3J_23n                           | LVDS3J_23N                           | NC                                   | NC                                  
V18  | LVDS3J_23p                           | LVDS3J_23P                           | NC                                   | NC                                  
T16  | LVDS3J_24n                           | LVDS3J_24N                           | NC                                   | NC                                  
T15  | LVDS3J_24p                           | LVDS3J_24P                           | NC                                   | NC                                  
V21  | LVDS3I_1n                            | LVDS3I_1N                            | NC                                   | NC                                  
V22  | LVDS3I_1p                            | LVDS3I_1P                            | NC                                   | NC                                  
T21  | LVDS3I_2n                            | LVDS3I_2N                            | NC                                   | NC                                  
R21  | LVDS3I_2p                            | LVDS3I_2P                            | NC                                   | NC                                  
