Pin  | Pinout file pin name                 | Schematics pin name                  | Schematics net name                  | Schematics net name with index      
AT36 | IO_L6N_T0U_N11_AD6N_68               | IO_L6N_T0U_N11_AD6N_68               | A2C_DN                               | A2C_DN<4>                           
AR36 | IO_L6P_T0U_N10_AD6P_68               | IO_L6P_T0U_N10_AD6P_68               | A2C_DP                               | A2C_DP<4>                           
AR33 | IO_L5N_T0U_N9_AD14N_68               | IO_L5N_T0U_N9_AD14N_68               | A2C_DN                               | A2C_DN<8>                           
AP33 | IO_L5P_T0U_N8_AD14P_68               | IO_L5P_T0U_N8_AD14P_68               | A2C_DP                               | A2C_DP<8>                           
AT35 | IO_L4N_T0U_N7_DBC_AD7N_68            | IO_L4N_T0U_N7_DBC_AD7N_68            | A2C_DN                               | A2C_DN<10>                          
AR35 | IO_L4P_T0U_N6_DBC_AD7P_68            | IO_L4P_T0U_N6_DBC_AD7P_68            | A2C_DP                               | A2C_DP<10>                          
AT32 | IO_L3N_T0L_N5_AD15N_68               | IO_L3N_T0L_N5_AD15N_68               | A2C_DN                               | A2C_DN<12>                          
AR32 | IO_L3P_T0L_N4_AD15P_68               | IO_L3P_T0L_N4_AD15P_68               | A2C_DP                               | A2C_DP<12>                          
AT34 | IO_L2N_T0L_N3_68                     | IO_L2N_T0L_N3_68                     | A2C_DN                               | A2C_DN<17>                          
AR34 | IO_L2P_T0L_N2_68                     | IO_L2P_T0L_N2_68                     | A2C_DP                               | A2C_DP<17>                          
AP32 | IO_L1N_T0L_N1_DBC_68                 | IO_L1N_T0L_N1_DBC_68                 | A2C_DN                               | A2C_DN<18>                          
AN32 | IO_L1P_T0L_N0_DBC_68                 | IO_L1P_T0L_N0_DBC_68                 | A2C_DP                               | A2C_DP<18>                          
AM32 | VREF_68                              | VREF_68                              | NC                                   | NC                                  
BD28 | IO_L24N_T3U_N11_67                   | IO_L24N_T3U_N11_67                   | A2C_DN                               | A2C_DN<44>                          
BC28 | IO_L24P_T3U_N10_67                   | IO_L24P_T3U_N10_67                   | A2C_DP                               | A2C_DP<44>                          
BF25 | IO_L23N_T3U_N9_67                    | IO_L23N_T3U_N9_67                    | A2C_DN                               | A2C_DN<46>                          
BE25 | IO_L23P_T3U_N8_67                    | IO_L23P_T3U_N8_67                    | A2C_DP                               | A2C_DP<46>                          
BE28 | IO_L22N_T3U_N7_DBC_AD0N_67           | IO_L22N_T3U_N7_DBC_AD0N_67           | A2C_DN                               | A2C_DN<42>                          
BE27 | IO_L22P_T3U_N6_DBC_AD0P_67           | IO_L22P_T3U_N6_DBC_AD0P_67           | A2C_DP                               | A2C_DP<42>                          
BD26 | IO_L21N_T3L_N5_AD8N_67               | IO_L21N_T3L_N5_AD8N_67               | A2C_DN                               | A2C_DN<32>                          
BC26 | IO_L21P_T3L_N4_AD8P_67               | IO_L21P_T3L_N4_AD8P_67               | A2C_DP                               | A2C_DP<32>                          
BF27 | IO_L20N_T3L_N3_AD1N_67               | IO_L20N_T3L_N3_AD1N_67               | A2C_DN                               | A2C_DN<45>                          
BF26 | IO_L20P_T3L_N2_AD1P_67               | IO_L20P_T3L_N2_AD1P_67               | A2C_DP                               | A2C_DP<45>                          
BD25 | IO_L19N_T3L_N1_DBC_AD9N_67           | IO_L19N_T3L_N1_DBC_AD9N_67           | A2C_DN                               | A2C_DN<34>                          
BC25 | IO_L19P_T3L_N0_DBC_AD9P_67           | IO_L19P_T3L_N0_DBC_AD9P_67           | A2C_DP                               | A2C_DP<34>                          
BD27 | IO_T3U_N12_67                        | IO_T3U_N12_67                        | NC                                   | NC                                  
BB28 | IO_T2U_N12_67                        | IO_T2U_N12_67                        | NC                                   | NC                                  
BB29 | IO_L18N_T2U_N11_AD2N_67              | IO_L18N_T2U_N11_AD2N_67              | A2C_DN                               | A2C_DN<25>                          
BA29 | IO_L18P_T2U_N10_AD2P_67              | IO_L18P_T2U_N10_AD2P_67              | A2C_DP                               | A2C_DP<25>                          
BB26 | IO_L17N_T2U_N9_AD10N_67              | IO_L17N_T2U_N9_AD10N_67              | A2C_DN                               | A2C_DN<30>                          
BA26 | IO_L17P_T2U_N8_AD10P_67              | IO_L17P_T2U_N8_AD10P_67              | A2C_DP                               | A2C_DP<30>                          
BB27 | IO_L16N_T2U_N7_QBC_AD3N_67           | IO_L16N_T2U_N7_QBC_AD3N_67           | A2C_DN                               | A2C_DN<41>                          
BA27 | IO_L16P_T2U_N6_QBC_AD3P_67           | IO_L16P_T2U_N6_QBC_AD3P_67           | A2C_DP                               | A2C_DP<41>                          
AY30 | IO_L15N_T2L_N5_AD11N_67              | IO_L15N_T2L_N5_AD11N_67              | A2C_DN                               | A2C_DN<37>                          
AY29 | IO_L15P_T2L_N4_AD11P_67              | IO_L15P_T2L_N4_AD11P_67              | A2C_DP                               | A2C_DP<37>                          
AW28 | IO_L14N_T2L_N3_GC_67                 | IO_L14N_T2L_N3_GC_67                 | A2C_DN                               | A2C_DN<36>                          
AW27 | IO_L14P_T2L_N2_GC_67                 | IO_L14P_T2L_N2_GC_67                 | A2C_DP                               | A2C_DP<36>                          
AY28 | IO_L13N_T2L_N1_GC_QBC_67             | IO_L13N_T2L_N1_GC_QBC_67             | A2C_DN                               | A2C_DN<35>                          
AY27 | IO_L13P_T2L_N0_GC_QBC_67             | IO_L13P_T2L_N0_GC_QBC_67             | A2C_DP                               | A2C_DP<35>                          
AV30 | IO_L12N_T1U_N11_GC_67                | IO_L12N_T1U_N11_GC_67                | A2C_DN                               | A2C_DN<27>                          
AV29 | IO_L12P_T1U_N10_GC_67                | IO_L12P_T1U_N10_GC_67                | A2C_DP                               | A2C_DP<27>                          
AV28 | IO_L11N_T1U_N9_GC_67                 | IO_L11N_T1U_N9_GC_67                 | A2C_DN                               | A2C_DN<28>                          
AU28 | IO_L11P_T1U_N8_GC_67                 | IO_L11P_T1U_N8_GC_67                 | A2C_DP                               | A2C_DP<28>                          
AT31 | IO_L10N_T1U_N7_QBC_AD4N_67           | IO_L10N_T1U_N7_QBC_AD4N_67           | A2C_DN                               | A2C_DN<39>                          
AT30 | IO_L10P_T1U_N6_QBC_AD4P_67           | IO_L10P_T1U_N6_QBC_AD4P_67           | A2C_DP                               | A2C_DP<39>                          
AU29 | IO_L9N_T1L_N5_AD12N_67               | IO_L9N_T1L_N5_AD12N_67               | A2C_DN                               | A2C_DN<29>                          
AT29 | IO_L9P_T1L_N4_AD12P_67               | IO_L9P_T1L_N4_AD12P_67               | A2C_DP                               | A2C_DP<29>                          
AU27 | IO_L8N_T1L_N3_AD5N_67                | IO_L8N_T1L_N3_AD5N_67                | A2C_DN                               | A2C_DN<38>                          
AT27 | IO_L8P_T1L_N2_AD5P_67                | IO_L8P_T1L_N2_AD5P_67                | A2C_DP                               | A2C_DP<38>                          
