Pin  | Xilinx pin name                      | Schematics pin name                  | Schematics net name                  | Schematics net name with index      

AE19 | DXN                                  | DXN                                  | TEMP_DXN_A                           | TEMP_DXN_A                          
AE20 | DXP                                  | DXP                                  | TEMP_DXP_A                           | TEMP_DXP_A                          
AD20 | VREFP                                | VREFP                                | GND_ADC_A                            | GND_ADC_A                           
AC19 | VREFN                                | VREFN                                | GND_ADC_A                            | GND_ADC_A                           
AC20 | VP                                   | VP                                   | SYSMON_VP_A                          | SYSMON_VP_A                         
AD19 | VN                                   | VN                                   | SYSMON_VN_A                          | SYSMON_VN_A                         
Y14  | M0_0                                 | M0_0                                 | UNNAMED_1_RSMD0402_I6_A_A            | UNNAMED_1_RSMD0402_I6_A_A           
V14  | M1_0                                 | M1_0                                 | UNNAMED_1_RSMD0402_I7_A_A            | UNNAMED_1_RSMD0402_I7_A_A           
P14  | INIT_B_0                             | INIT_B_0                             | MPA_CFG                              | MPA_CFG<3>                          
T14  | M2_0                                 | M2_0                                 | UNNAMED_1_RSMD0402_I8_A_A            | UNNAMED_1_RSMD0402_I8_A_A           
M14  | RSVDGND                              | CFGBVS_0                             | GND                                  | GND                                 
K14  | PUDC_B_0                             | PUDC_B_0                             | PUDC*_A                              | PUDC*_A                             
AB14 | POR_OVERRIDE                         | POR_OVERRIDE                         | POR_OVERRIDE_A                       | POR_OVERRIDE_A                      
AC14 | DONE_0                               | DONE_0                               | MPA_CFG                              | MPA_CFG<4>                          
AE14 | PROGRAM_B_0                          | PROGRAM_B_0                          | MPA_CFG                              | MPA_CFG<0>                          
AD15 | TDO_0                                | TDO_0                                | UNNAMED_1_RSMD0402_I92_A_A           | UNNAMED_1_RSMD0402_I92_A_A          
AF15 | TDI_0                                | TDI_0                                | MPA_TDI                              | MPA_TDI                             
AF14 | RDWR_FCS_B_0                         | RDWR_FCS_B_0                         | NC                                   | NC                                  
AF16 | D02_0                                | D02_0                                | NC                                   | NC                                  
AM14 | D00_MOSI_0                           | D00_MOSI_0                           | NC                                   | NC                                  
AH14 | D03_0                                | D03_0                                | NC                                   | NC                                  
AK14 | D01_DIN_0                            | D01_DIN_0                            | MPA_CFG                              | MPA_CFG<2>                          
AB15 | TMS_0                                | TMS_0                                | MPA_TMS                              | MPA_TMS                             
AB16 | CCLK_0                               | CCLK_0                               | MPA_CFG                              | MPA_CFG<1>                          
AD16 | TCK_0                                | TCK_0                                | MPA_TCK                              | MPA_TCK                             
AN13 | VBATT                                | VBATT                                | GND                                  | GND                                 
BF31 | IO_L24N_T3U_N11_68                   | IO_L24N_T3U_N11_68                   | C2A_DN                               | C2A_DN<22>                          
BF30 | IO_L24P_T3U_N10_68                   | IO_L24P_T3U_N10_68                   | C2A_DP                               | C2A_DP<22>                          
BD31 | IO_L23N_T3U_N9_68                    | IO_L23N_T3U_N9_68                    | C2A_DN                               | C2A_DN<21>                          
BC31 | IO_L23P_T3U_N8_68                    | IO_L23P_T3U_N8_68                    | C2A_DP                               | C2A_DP<21>                          
BF29 | IO_L22N_T3U_N7_DBC_AD0N_68           | IO_L22N_T3U_N7_DBC_AD0N_68           | C2A_DN                               | C2A_DN<20>                          
BE29 | IO_L22P_T3U_N6_DBC_AD0P_68           | IO_L22P_T3U_N6_DBC_AD0P_68           | C2A_DP                               | C2A_DP<20>                          
